wavenumber_cm-1,intensity
81753.765836,0.069123
81780.081625,0.011227
81806.397415,0.011035
81832.713204,0.010785
81859.028994,0.012461
81885.344783,0.000000
81911.660573,0.000000
81937.976362,0.000000
81964.292152,0.038445
81990.607941,0.001430
82016.923731,0.000000
82043.239520,0.012903
82069.555309,0.000000
82095.871099,0.000000
82122.186888,0.000000
82148.502678,0.016275
82174.818467,0.037763
82201.134257,0.014488
82227.450046,0.018961
82253.765836,0.014191
82253.765836,0.003040
82253.841417,0.020908
82253.916998,0.000000
82253.992580,0.003333
82254.068161,0.000000
82254.143742,0.034887
82254.219324,0.000000
82254.294905,0.000928
82254.370486,0.000000
82254.446068,0.030505
82254.521649,0.018820
82254.597230,0.016708
82254.672812,0.000000
82254.748393,0.000000
82254.823974,0.006708
82254.899556,0.000000
82254.975137,0.013047
82255.050718,0.000000
82255.126300,0.000000
82255.201881,0.053903
82255.277462,0.013185
82255.353044,0.005004
82255.428625,0.059557
82255.504206,0.000000
82255.579788,0.000000
82255.655369,0.000000
82255.730950,0.025751
82255.806532,0.026270
82255.882113,0.000000
82255.957694,0.029939
82256.033276,0.000000
82256.108857,0.036349
82256.184438,0.000000
82256.260020,0.000000
82256.335601,0.000000
82256.411182,0.031681
82256.486764,0.000000
82256.562345,0.000000
82256.637926,0.015204
82256.713508,0.016358
82256.789089,0.026610
82256.864670,0.006357
82256.940252,0.000000
82257.015833,0.000000
82257.091414,0.016608
82257.166996,0.076630
82257.242577,0.208625
82257.318158,0.467246
82257.393740,0.696902
82257.469321,0.927171
82257.544902,0.954748
82257.620484,0.971409
82257.696065,0.856854
82257.771646,0.582720
82257.847228,0.340133
82257.922809,0.133224
82257.998390,0.061402
82258.073972,0.000000
82258.149553,0.002315
82258.225134,0.015516
82258.300716,0.000000
82258.376297,0.002239
82258.451878,0.000000
82258.527460,0.000000
82258.603041,0.000000
82258.678622,0.000000
82258.754204,0.020510
82258.829785,0.000000
82258.905366,0.000000
82258.980948,0.056583
82259.056529,0.053387
82259.132110,0.063876
82259.207692,0.387423
82259.283273,0.996545
82259.358854,1.686976
82259.434436,1.955285
82259.510017,1.712021
82259.585598,1.014028
82259.661180,0.424824
82259.736761,0.160423
82259.812342,0.038133
82259.887924,0.017002
82259.963505,0.047090
82260.039086,0.033062
82260.114668,0.000000
82260.190249,0.018996
82260.265830,0.000000
82260.341412,0.015125
82260.416993,0.014298
82260.492574,0.000000
82260.568156,0.000000
82260.643737,0.008064
82260.719318,0.000000
82260.794900,0.017187
82260.870481,0.063292
82260.946062,0.138304
82261.021644,0.357624
82261.097225,0.676375
82261.172806,0.871045
82261.248388,0.947377
82261.323969,0.920572
82261.399550,0.927281
82261.475132,0.752324
82261.550713,0.505182
82261.626294,0.214446
82261.701876,0.014654
82261.777457,0.000000
82261.853038,0.024625
82261.928620,0.000000
82262.004201,0.013126
82262.079782,0.003428
82262.155364,0.000000
82262.230945,0.000000
82262.306526,0.000000
82262.382108,0.000000
82262.457689,0.000000
82262.533270,0.000000
82262.608852,0.000000
82262.684433,0.000000
82262.760014,0.027665
82262.835596,0.000000
82262.911177,0.030711
82262.986758,0.046136
82263.062340,0.025648
82263.137921,0.016034
82263.213502,0.009805
82263.289084,0.025961
82263.364665,0.002681
82263.440246,0.029537
82263.515828,0.018423
82263.591409,0.000000
82263.666990,0.026876
82263.742572,0.002744
82263.818153,0.000000
82263.893734,0.000000
82263.969316,0.004981
82264.044897,0.029894
82264.120478,0.026668
82264.196060,0.010602
82264.271641,0.017989
82264.347222,0.038151
82264.422804,0.000000
82264.498385,0.000000
82264.573966,0.039034
82264.649548,0.000000
82264.725129,0.000000
82264.800710,0.000000
82264.876292,0.017138
82264.951873,0.000000
82265.027454,0.000000
82265.103036,0.017647
82265.103036,0.021658
83066.249522,0.000000
83867.396009,0.000000
84668.542495,0.000000
85469.688982,0.000000
86270.835468,0.007986
87071.981954,0.000000
87873.128441,0.000000
88674.274927,0.000000
89475.421414,0.033989
90276.567900,0.015302
91077.714387,0.023787
91878.860873,0.038713
92680.007359,0.000000
93481.153846,0.000000
94282.300332,0.000000
95083.446819,0.094213
95884.593305,0.000000
96685.739792,0.031162
97486.886278,0.000000
97486.886278,0.029892
97486.961859,0.055728
97487.037441,0.000000
97487.113022,0.000000
97487.188603,0.000000
97487.264185,0.000000
97487.339766,0.000000
97487.415347,0.024629
97487.490929,0.000000
97487.566510,0.000000
97487.642091,0.015827
97487.717673,0.018121
97487.793254,0.000000
97487.868835,0.002665
97487.944417,0.073080
97488.019998,0.000000
97488.095579,0.000000
97488.171161,0.058252
97488.246742,0.033125
97488.322323,0.000000
97488.397905,0.006184
97488.473486,0.000000
97488.549067,0.000000
97488.624649,0.000000
97488.700230,0.000000
97488.775811,0.003382
97488.851393,0.000000
97488.926974,0.000000
97489.002555,0.000000
97489.078137,0.051454
97489.153718,0.002466
97489.229299,0.000000
97489.304881,0.022623
97489.380462,0.000000
97489.456043,0.056041
97489.531625,0.000000
97489.607206,0.021015
97489.682787,0.000000
97489.758369,0.015093
97489.833950,0.008253
97489.909531,0.000000
97489.985113,0.000000
97490.060694,0.000000
97490.136275,0.008700
97490.211857,0.021056
97490.287438,0.011002
97490.363019,0.080193
97490.438601,0.246311
97490.514182,0.617411
97490.589763,1.093506
97490.665345,1.421865
97490.740926,1.409811
97490.816507,0.907667
97490.892089,0.457655
97490.967670,0.167044
97491.043251,0.030874
97491.118833,0.045795
97491.194414,0.000000
97491.269995,0.031733
97491.345577,0.000000
97491.421158,0.000000
97491.496739,0.010962
97491.572321,0.000000
97491.647902,0.016069
97491.723483,0.000000
97491.799065,0.000000
97491.874646,0.000000
97491.950227,0.084751
97492.025809,0.000000
97492.101390,0.003839
97492.176971,0.058864
97492.252553,0.150813
97492.328134,0.435907
97492.403715,0.979754
97492.479297,1.717796
97492.554878,2.027402
