wavenumber_cm-1,intensity
81757.934436,0.178560
81784.250225,0.000000
81810.566015,0.232832
81836.881804,0.547502
81863.197594,0.000000
81889.513383,0.000000
81915.829173,0.567699
81942.144962,0.275879
81968.460752,0.000000
81994.776541,0.195041
82021.092331,0.000000
82047.408120,0.000000
82073.723909,0.086981
82100.039699,0.000000
82126.355488,0.000000
82152.671278,0.000000
82178.987067,0.000000
82205.302857,0.112966
82231.618646,0.000000
82257.934436,0.000000
82257.934436,0.526874
82257.936938,0.000000
82257.939440,0.024275
82257.941942,0.000000
82257.944444,0.000000
82257.946946,0.039875
82257.949448,0.000000
82257.951950,0.135057
82257.954452,0.000000
82257.956955,0.000000
82257.959457,0.000000
82257.961959,0.665861
82257.964461,0.000000
82257.966963,0.000000
82257.969465,0.295690
82257.971967,0.000000
82257.974469,0.075083
82257.976971,0.000000
82257.979473,0.000000
82257.981975,0.070768
82257.984477,0.265465
82257.986980,0.061604
82257.989482,0.000000
82257.991984,0.000000
82257.994486,0.000000
82257.996988,0.000000
82257.999490,0.000000
82258.001992,0.380016
82258.004494,0.123525
82258.006996,0.000000
82258.009498,0.116502
82258.012000,0.000000
82258.014503,0.000000
82258.017005,0.219887
82258.019507,0.370626
82258.022009,0.334778
82258.024511,0.000000
82258.027013,0.000000
82258.029515,0.119083
82258.032017,0.350691
82258.034519,0.000000
82258.037021,0.000000
82258.039523,0.000000
82258.042025,0.000000
82258.044528,0.292088
82258.047030,0.487544
82258.049532,0.000000
82258.052034,0.360752
82258.054536,0.130002
82258.057038,0.000000
82258.059540,0.129915
82258.062042,0.552896
82258.064544,0.000000
82258.067046,0.562461
82258.069548,0.000000
82258.072050,0.295459
82258.074553,0.031292
82258.077055,0.000000
82258.079557,0.032986
82258.082059,0.000000
82258.084561,0.000000
82258.087063,0.128376
82258.089565,0.531276
82258.092067,0.000000
82258.094569,0.000000
82258.097071,0.000000
82258.099573,0.329071
82258.102075,0.118180
82258.104578,0.000000
82258.107080,0.184510
82258.109582,0.034898
82258.112084,0.348210
82258.114586,0.000000
82258.117088,0.000000
82258.119590,0.000000
82258.122092,0.000000
82258.124594,0.106450
82258.127096,0.093845
