wavelength_nm,intensity
380.0,0.001242
380.106702,0.0
380.213404,0.001619
380.320107,0.003807
380.426809,0.0
380.533511,0.0
380.640213,0.003948
380.746916,0.001918
380.853618,0.0
380.96032,0.001356
381.067022,0.0
381.173725,0.0
381.280427,0.000605
381.387129,0.0
381.493831,0.0
381.600534,0.0
381.707236,0.0
381.813938,0.000786
381.92064,0.0
382.027342,0.0
382.134045,0.003664
382.240747,0.0
382.347449,0.000169
382.454151,0.0
382.560854,0.0
382.667556,0.000277
382.774258,0.0
382.88096,0.000939
382.987663,0.0
383.094365,0.0
383.201067,0.0
383.307769,0.00463
383.414471,0.0
383.521174,0.0
383.627876,0.002056
383.734578,0.0
383.84128,0.000522
383.947983,0.0
384.054685,0.0
384.161387,0.000492
384.268089,0.001846
384.374792,0.000428
384.481494,0.0
384.588196,0.0
384.694898,0.0
384.801601,0.0
384.908303,0.0
385.015005,0.002643
385.121707,0.000859
385.228409,0.0
385.335112,0.00081
385.441814,0.0
385.548516,0.0
385.655218,0.001529
385.761921,0.002577
385.868623,0.002328
385.975325,0.0
386.082027,0.0
386.18873,0.000828
386.295432,0.002439
386.402134,0.0
386.508836,0.0
386.615539,0.0
386.722241,0.0
386.828943,0.002031
386.935645,0.00339
387.042347,0.0
387.14905,0.002509
387.255752,0.000904
387.362454,0.0
387.469156,0.000903
387.575859,0.003845
387.682561,0.0
387.789263,0.003911
387.895965,0.0
388.002668,0.002055
388.10937,0.000218
388.216072,0.0
388.322774,0.000229
388.429476,0.0
388.536179,0.0
388.642881,0.000893
388.749583,0.003694
388.856285,0.0
388.962988,0.0
389.06969,0.0
389.176392,0.002288
389.283094,0.000822
389.389797,0.0
389.496499,0.001283
389.603201,0.000243
389.709903,0.002421
389.816606,0.0
389.923308,0.0
390.03001,0.0
390.136712,0.0
390.243414,0.00074
390.350117,0.000653
390.456819,1.3e-05
390.563521,0.0
390.670223,0.0
390.776926,0.0
390.883628,0.0
390.99033,0.0
391.097032,0.0
391.203735,0.00101
391.310437,0.004715
391.417139,0.000436
391.523841,0.000644
391.630544,0.0
391.737246,0.0
391.843948,0.0
391.95065,0.000151
392.057352,0.006158
392.164055,0.0
392.270757,0.000754
392.377459,0.0
392.484161,0.0
392.590864,0.002857
392.697566,0.00188
392.804268,0.001977
392.91097,0.0
393.017673,0.003507
393.124375,0.0
393.231077,0.001467
393.337779,0.005476
393.444481,0.0
393.551184,0.0
393.657886,0.000249
393.764588,0.0
393.87129,0.0
393.977993,0.000171
394.084695,0.0
394.191397,0.001184
394.298099,0.0
394.404802,0.003875
394.511504,0.0
394.618206,0.0
394.724908,0.002034
394.831611,0.0
394.938313,0.000569
395.045015,0.003268
395.151717,0.0
395.258419,0.000462
395.365122,0.00065
395.471824,0.001954
395.578526,0.0
395.685228,0.0
395.791931,0.001305
395.898633,0.000742
396.005335,0.000626
396.112037,0.000866
396.21874,0.0
396.325442,0.000581
396.432144,0.000733
396.538846,0.0
396.645549,0.004664
396.752251,0.001184
396.858953,0.0
396.965655,0.001641
397.072357,0.0
397.17906,0.001968
397.285762,0.002896
397.392464,0.0
397.499166,0.002408
397.605869,0.001032
397.712571,0.002055
397.819273,0.004742
397.925975,0.0
398.032678,0.0
398.13938,0.0
398.246082,0.0
398.352784,0.0
398.459486,0.000853
398.566189,0.000692
398.672891,0.002068
398.779593,3.3e-05
398.886295,0.003634
398.992998,0.0
399.0997,0.0068
399.206402,0.001564
399.313104,0.0
399.419807,0.0
399.526509,0.001206
399.633211,0.0
399.739913,0.001785
399.846616,0.001183
399.953318,0.0
400.06002,0.0
400.166722,0.0
400.273424,0.0
400.380127,0.002141
400.486829,0.000535
400.593531,0.0
400.700233,0.000433
400.806936,0.000963
400.913638,0.0
401.02034,0.000384
401.127042,0.000146
401.233745,0.0
401.340447,0.000894
401.447149,0.001402
401.553851,0.002707
401.660554,0.002634
401.767256,0.0
401.873958,0.0
401.98066,0.001287
402.087362,0.001284
402.194065,0.001288
402.300767,0.009631
402.407469,0.001427
402.514171,0.002839
402.620874,0.002385
402.727576,0.001628
402.834278,0.0
402.94098,0.001897
403.047683,0.0
403.154385,0.0
403.261087,0.0
403.367789,0.000205
403.474491,0.005786
403.581194,0.0
403.687896,0.001716
403.794598,0.0
403.9013,0.0
404.008003,0.002722
404.114705,0.000161
404.221407,0.0
404.328109,0.0
404.434812,0.001699
404.541514,0.0
404.648216,0.000541
404.754918,0.000114
404.861621,0.0
404.968323,0.005359
405.075025,0.001585
405.181727,0.0
405.288429,0.000466
405.395132,0.0
405.501834,0.002131
405.608536,0.0
405.715238,0.0
405.821941,0.001262
405.928643,0.002164
406.035345,0.0
406.142047,0.0
406.24875,0.0
406.355452,0.0
406.462154,0.004413
406.568856,0.001012
406.675559,0.0
406.782261,0.002294
406.888963,0.005305
406.995665,0.002581
407.102367,0.0
407.20907,0.0
407.315772,0.003167
407.422474,0.0
407.529176,0.001109
407.635879,0.001936
407.742581,0.0
407.849283,0.0
407.955985,0.0
408.062688,0.0
408.16939,0.0
408.276092,0.0
408.382794,0.004081
408.489496,0.0
408.596199,0.0
408.702901,0.000328
408.809603,0.003606
408.916305,0.0
409.023008,0.002944
409.12971,0.000139
409.236412,0.0
409.343114,0.001954
409.449817,0.002329
409.556519,0.002303
409.663221,0.00733
409.769923,0.011235
409.876626,0.019124
409.983328,0.028021
410.09003,0.037397
410.196732,0.035315
410.303434,0.045315
410.410137,0.032831
410.516839,0.031847
410.623541,0.026424
410.730243,0.018209
410.836946,0.009571
410.943648,0.005889
411.05035,0.002112
411.157052,0.000108
411.263755,0.002801
411.370457,0.001155
411.477159,0.0
411.583861,0.002278
411.690564,0.000777
411.797266,0.002034
411.903968,0.001574
412.01067,0.0
412.117372,0.0
412.224075,0.001868
412.330777,0.001526
412.437479,0.0
412.544181,0.000293
412.650884,0.003194
412.757586,0.0
412.864288,0.001368
412.97099,0.0
413.077693,0.0
413.184395,0.002747
413.291097,0.002063
413.397799,0.002034
413.504502,0.003263
413.611204,5.3e-05
413.717906,0.001705
413.824608,0.0
413.93131,0.00081
414.038013,0.0
414.144715,0.000242
414.251417,0.001488
414.358119,0.0
414.464822,0.005231
414.571524,0.0
414.678226,0.0
414.784928,0.002895
414.891631,0.001979
414.998333,0.00156
415.105035,0.001571
415.211737,0.0
415.318439,0.0
415.425142,0.000189
415.531844,0.0
415.638546,0.002438
415.745248,0.0
415.851951,0.0
415.958653,0.0
416.065355,0.001032
416.172057,0.0
416.27876,0.0
416.385462,0.000609
416.492164,0.000612
416.598866,0.0
416.705569,0.0
416.812271,0.00058
416.918973,0.0
417.025675,0.0
417.132377,0.0
417.23908,0.0
417.345782,0.000777
417.452484,0.003688
417.559186,0.002144
417.665889,0.0
417.772591,0.0
417.879293,0.0
417.985995,0.0
418.092698,0.0
418.1994,0.000807
418.306102,0.0
418.412804,0.001298
418.519507,0.003832
418.626209,0.0
418.732911,0.001004
418.839613,0.001725
418.946315,0.0
419.053018,0.00056
419.15972,3.1e-05
419.266422,0.000244
419.373124,0.0
419.479827,6.1e-05
419.586529,0.001245
419.693231,0.003628
419.799933,0.002398
419.906636,0.005383
420.013338,0.0
420.12004,0.002181
420.226742,0.000458
420.333444,0.005474
420.440147,0.0
420.546849,0.0
420.653551,0.0
420.760253,0.0
420.866956,0.0
420.973658,0.0
421.08036,0.000376
421.187062,0.000854
421.293765,0.00469
421.400467,0.002376
421.507169,0.0
421.613871,0.0
421.720574,0.00123
421.827276,0.0
421.933978,0.004578
422.04068,0.002948
422.147382,0.0
422.254085,0.0
422.360787,0.003384
422.467489,0.0
422.574191,0.003094
422.680894,0.0
422.787596,0.0
422.894298,1.3e-05
423.001,0.000117
423.107703,0.0
423.214405,0.001557
423.321107,0.0
423.427809,0.0
423.534512,0.000301
423.641214,0.001286
423.747916,0.001779
423.854618,0.0
423.96132,0.0
424.068023,0.003194
424.174725,0.000831
424.281427,0.0
424.388129,0.003878
424.494832,0.000289
424.601534,0.002948
424.708236,0.000169
424.814938,0.005151
424.921641,0.004388
425.028343,0.0
425.135045,0.002429
425.241747,0.001613
425.348449,0.003421
425.455152,0.0
425.561854,0.001715
425.668556,0.002646
425.775258,0.0
425.881961,0.0
425.988663,0.0
426.095365,0.0
426.202067,0.001794
426.30877,0.003756
426.415472,0.000185
426.522174,0.004071
426.628876,0.0
426.735579,0.0
426.842281,0.0
426.948983,0.00096
427.055685,0.0
427.162387,0.0
427.26909,0.0
427.375792,0.0
427.482494,0.001674
427.589196,0.000916
427.695899,0.0
427.802601,0.0
427.909303,0.0
428.016005,0.0
428.122708,0.002388
428.22941,0.0
428.336112,0.00126
428.442814,0.0
428.549517,0.0
428.656219,0.0
428.762921,0.0
428.869623,0.0
428.976325,0.0
429.083028,0.004911
429.18973,8.8e-05
429.296432,0.0
429.403134,0.000535
429.509837,0.0
429.616539,0.0
429.723241,0.001535
429.829943,0.001894
429.936646,0.0
430.043348,0.0
430.15005,0.0
430.256752,0.0
430.363454,0.0
430.470157,0.003417
430.576859,0.004112
430.683561,0.0
430.790263,0.001441
430.896966,0.000778
431.003668,0.007697
431.11037,0.002799
431.217072,0.0
431.323775,0.0
431.430477,0.0
431.537179,0.000509
431.643881,0.0
431.750584,0.0
431.857286,0.0
431.963988,0.0
432.07069,0.004218
432.177392,0.002204
432.284095,0.0
432.390797,0.0037
432.497499,0.000194
432.604201,0.0
432.710904,0.003813
432.817606,0.001369
432.924308,0.0
433.03101,0.0
433.137713,0.0
433.244415,0.0
433.351117,0.005664
433.457819,0.011589
433.564522,0.009071
433.671224,0.022403
433.777926,0.030156
433.884628,0.042374
433.99133,0.052691
434.098033,0.058836
434.204735,0.06235
434.311437,0.055445
434.418139,0.048853
434.524842,0.036434
434.631544,0.02454
434.738246,0.013392
434.844948,0.007398
434.951651,0.006409
435.058353,0.003347
435.165055,0.0
435.271757,0.000583
435.378459,0.001994
435.485162,0.0
435.591864,0.001368
435.698566,0.0
435.805268,0.001427
435.911971,0.0
436.018673,0.0
436.125375,0.0
436.232077,0.00012
436.33878,0.000649
436.445482,0.0
436.552184,0.001596
436.658886,0.0
436.765589,0.0
436.872291,0.0
436.978993,0.0
437.085695,0.000118
437.192397,0.0
437.2991,0.0
437.405802,0.002516
437.512504,0.0
437.619206,0.002089
437.725909,0.0
437.832611,0.001324
437.939313,0.003604
438.046015,0.0
438.152718,0.0
438.25942,0.001443
438.366122,0.0
438.472824,0.000928
438.579527,0.0
438.686229,0.000216
438.792931,0.0
438.899633,0.002919
439.006335,0.000636
439.113038,0.000844
439.21974,0.0
439.326442,0.0
439.433144,0.0
439.539847,0.000986
439.646549,0.0
439.753251,0.000724
439.859953,0.005188
439.966656,0.002178
440.073358,0.0
440.18006,0.003003
440.286762,0.0
440.393464,0.0
440.500167,0.0
440.606869,0.0
440.713571,0.0
440.820273,4.6e-05
440.926976,0.004191
441.033678,0.000817
441.14038,0.0
441.247082,0.002073
441.353785,0.0
441.460487,0.000589
441.567189,0.001927
441.673891,0.0
441.780594,0.002859
441.887296,0.000846
441.993998,0.0
442.1007,0.001582
442.207402,0.005676
442.314105,0.000455
442.420807,0.000621
442.527509,0.0
442.634211,0.0
442.740914,0.002076
442.847616,0.0
442.954318,0.000179
443.06102,0.0
443.167723,0.001197
443.274425,0.000834
443.381127,0.002594
443.487829,0.0
443.594532,0.0
443.701234,0.0
443.807936,0.0
443.914638,0.000943
444.02134,0.001892
444.128043,0.0
444.234745,0.002174
444.341447,0.003389
444.448149,0.001034
444.554852,0.004692
444.661554,0.0
444.768256,0.0
444.874958,0.0
444.981661,0.00374
445.088363,0.001636
445.195065,0.0
445.301767,0.0007
445.408469,0.0
445.515172,0.006114
445.621874,0.000323
445.728576,0.000273
445.835278,0.001814
445.941981,0.001202
446.048683,0.00056
446.155385,0.0
446.262087,0.001179
446.36879,0.004705
446.475492,0.003363
446.582194,0.003983
446.688896,0.0
446.795599,0.0
446.902301,0.0
447.009003,0.000139
447.115705,0.002735
447.222407,0.0
447.32911,0.003824
447.435812,0.0
447.542514,0.0
447.649216,0.0
447.755919,0.0
447.862621,0.002058
447.969323,0.000183
448.076025,0.0
448.182728,0.0
448.28943,0.0
448.396132,0.004172
448.502834,0.0
448.609537,0.0
448.716239,0.0
448.822941,0.0
448.929643,0.0
449.036345,0.0
449.143048,0.0
449.24975,0.00174
449.356452,0.004622
449.463154,0.002816
449.569857,0.0
449.676559,0.0
449.783261,0.006433
449.889963,0.000148
449.996666,3.5e-05
450.103368,0.0
450.21007,0.000495
450.316772,0.0
450.423474,0.0
450.530177,0.0
450.636879,0.0
450.743581,0.0
450.850283,0.0
450.956986,0.000266
451.063688,0.0
451.17039,0.00376
451.277092,0.0
451.383795,0.002729
451.490497,0.003115
451.597199,0.0
451.703901,0.0
451.810604,0.0
451.917306,0.0
452.024008,0.0
452.13071,0.0
452.237412,0.00438
452.344115,0.002339
452.450817,0.003179
452.557519,0.001804
452.664221,0.0
452.770924,0.0
452.877626,0.001223
452.984328,0.0
453.09103,0.001782
453.197733,0.0
453.304435,0.0
453.411137,0.001777
453.517839,0.001111
453.624542,0.0
453.731244,0.002898
453.837946,0.0
453.944648,0.00154
454.05135,0.001483
454.158053,0.0
454.264755,0.000815
454.371457,0.0
454.478159,0.00231
454.584862,0.0
454.691564,0.0
454.798266,0.002622
454.904968,0.0
455.011671,0.0
455.118373,0.0
455.225075,0.001515
