# material: CdTe
# radius_nm: 2.25
# wavelength_nm, intensity_au
300.0000,0.0292
301.0018,0.0000
302.0036,0.0000
303.0055,0.0095
304.0073,0.0000
305.0091,0.0000
306.0109,0.0230
307.0128,0.0000
308.0146,0.0004
309.0164,0.0000
310.0182,0.0255
311.0200,0.0171
312.0219,0.0000
313.0237,0.0000
314.0255,0.0000
315.0273,0.0114
316.0291,0.0038
317.0310,0.0022
318.0328,0.0042
319.0346,0.0152
320.0364,0.0000
321.0383,0.0090
322.0401,0.0000
323.0419,0.0511
324.0437,0.0000
325.0455,0.0041
326.0474,0.0113
327.0492,0.0000
328.0510,0.0002
329.0528,0.0000
330.0546,0.0000
331.0565,0.0088
332.0583,0.0000
333.0601,0.0351
334.0619,0.0159
335.0638,0.0128
336.0656,0.0000
337.0674,0.0000
338.0692,0.0278
339.0710,0.0830
340.0729,0.0239
341.0747,0.0207
342.0765,0.0105
343.0783,0.0000
344.0801,0.0199
345.0820,0.0000
346.0838,0.0000
347.0856,0.0000
348.0874,0.0195
349.0893,0.0000
350.0911,0.0020
351.0929,0.0000
352.0947,0.0000
353.0965,0.0000
354.0984,0.0000
355.1002,0.0000
356.1020,0.0000
357.1038,0.0000
358.1056,0.0116
359.1075,0.0132
360.1093,0.0000
361.1111,0.0000
362.1129,0.0371
363.1148,0.0000
364.1166,0.0085
365.1184,0.0021
366.1202,0.0219
367.1220,0.0059
368.1239,0.0000
369.1257,0.0013
370.1275,0.0016
371.1293,0.0000
372.1311,0.0000
373.1330,0.0249
374.1348,0.0213
375.1366,0.0000
376.1384,0.0000
377.1403,0.0000
378.1421,0.0000
379.1439,0.0000
380.1457,0.0000
381.1475,0.0000
382.1494,0.0000
383.1512,0.0035
384.1530,0.0233
385.1548,0.0168
386.1566,0.0000
387.1585,0.0000
388.1603,0.0143
389.1621,0.0029
390.1639,0.0085
391.1658,0.0387
392.1676,0.0000
393.1694,0.0000
394.1712,0.0000
395.1730,0.0097
396.1749,0.0005
397.1767,0.0000
398.1785,0.0000
399.1803,0.0000
400.1821,0.0000
401.1840,0.0104
402.1858,0.0000
403.1876,0.0000
404.1894,0.0000
405.1913,0.0053
406.1931,0.0009
407.1949,0.0040
408.1967,0.0036
409.1985,0.0000
410.2004,0.0000
411.2022,0.0000
412.2040,0.0000
413.2058,0.0413
414.2077,0.0000
415.2095,0.0000
416.2113,0.0020
417.2131,0.0000
418.2149,0.0215
419.2168,0.0000
420.2186,0.0000
421.2204,0.0163
422.2222,0.0362
423.2240,0.0281
424.2259,0.0000
425.2277,0.0000
426.2295,0.0009
427.2313,0.0029
428.2332,0.0000
429.2350,0.0187
430.2368,0.0041
431.2386,0.0000
432.2404,0.0000
433.2423,0.0012
434.2441,0.0000
435.2459,0.0000
436.2477,0.0000
437.2495,0.0057
438.2514,0.0376
439.2532,0.0114
440.2550,0.0290
441.2568,0.0129
442.2587,0.0225
443.2605,0.0371
444.2623,0.0000
445.2641,0.0000
446.2659,0.0134
447.2678,0.0000
448.2696,0.0044
449.2714,0.0000
450.2732,0.0000
451.2750,0.0324
452.2769,0.0000
453.2787,0.0137
454.2805,0.0105
455.2823,0.0000
456.2842,0.0000
457.2860,0.0000
458.2878,0.0113
459.2896,0.0000
460.2914,0.0000
461.2933,0.0000
462.2951,0.0465
463.2969,0.0014
464.2987,0.0100
465.3005,0.0000
466.3024,0.0000
467.3042,0.0383
468.3060,0.0000
469.3078,0.0056
470.3097,0.0000
471.3115,0.0000
472.3133,0.0000
473.3151,0.0000
