# material: CdS
# radius_nm: 2.95
# wavelength_nm, intensity_au
300.0000,0.0000
301.0018,0.0532
302.0036,0.0152
303.0055,0.0000
304.0073,0.0000
305.0091,0.0047
306.0109,0.0000
307.0128,0.0110
308.0146,0.0000
309.0164,0.0000
310.0182,0.0000
311.0200,0.0170
312.0219,0.0000
313.0237,0.0209
314.0255,0.0215
315.0273,0.0000
316.0291,0.0000
317.0310,0.0111
318.0328,0.0000
319.0346,0.0000
320.0364,0.0382
321.0383,0.0000
322.0401,0.0000
323.0419,0.0057
324.0437,0.0000
325.0455,0.0297
326.0474,0.0000
327.0492,0.0000
328.0510,0.0067
329.0528,0.0040
330.0546,0.0046
331.0565,0.0054
332.0583,0.0033
333.0601,0.0000
334.0619,0.0167
335.0638,0.0000
336.0656,0.0161
337.0674,0.0278
338.0692,0.0000
339.0710,0.0481
340.0729,0.0000
341.0747,0.0000
342.0765,0.0108
343.0783,0.0088
344.0801,0.0014
345.0820,0.0164
346.0838,0.0051
347.0856,0.0413
348.0874,0.0000
349.0893,0.0000
350.0911,0.0000
351.0929,0.0094
352.0947,0.0097
353.0965,0.0041
354.0984,0.0000
355.1002,0.0222
356.1020,0.0387
357.1038,0.0006
358.1056,0.0362
359.1075,0.0173
360.1093,0.0444
361.1111,0.0095
362.1129,0.0027
363.1148,0.0168
364.1166,0.0000
365.1184,0.0081
366.1202,0.0266
367.1220,0.0164
368.1239,0.0000
369.1257,0.0040
370.1275,0.0152
371.1293,0.0145
372.1311,0.0150
373.1330,0.0068
374.1348,0.0000
375.1366,0.0000
376.1384,0.0092
377.1403,0.0166
378.1421,0.0140
379.1439,0.0000
380.1457,0.0000
381.1475,0.0000
382.1494,0.0000
383.1512,0.0016
384.1530,0.0272
385.1548,0.0020
386.1566,0.0382
387.1585,0.0000
388.1603,0.0006
389.1621,0.0000
390.1639,0.0000
391.1658,0.0000
392.1676,0.0000
393.1694,0.0000
394.1712,0.0017
395.1730,0.0000
396.1749,0.0000
397.1767,0.0082
398.1785,0.0000
399.1803,0.0016
400.1821,0.0170
401.1840,0.0187
402.1858,0.0103
403.1876,0.0000
404.1894,0.0000
405.1913,0.0000
406.1931,0.0331
407.1949,0.0055
408.1967,0.0000
409.1985,0.0113
410.2004,0.0010
411.2022,0.0045
412.2040,0.0000
413.2058,0.0000
414.2077,0.0199
415.2095,0.0000
416.2113,0.0096
417.2131,0.0000
418.2149,0.0000
419.2168,0.0000
420.2186,0.0000
421.2204,0.0020
422.2222,0.0148
423.2240,0.0162
424.2259,0.0000
425.2277,0.0076
426.2295,0.0146
427.2313,0.0045
428.2332,0.0102
429.2350,0.0000
430.2368,0.0000
431.2386,0.0277
432.2404,0.0000
433.2423,0.0452
434.2441,0.0000
435.2459,0.0327
436.2477,0.0000
437.2495,0.0198
438.2514,0.0000
439.2532,0.0067
440.2550,0.0177
441.2568,0.0000
442.2587,0.0257
443.2605,0.0071
444.2623,0.0194
445.2641,0.0000
446.2659,0.0185
447.2678,0.0567
448.2696,0.0529
449.2714,0.0657
450.2732,0.0598
451.2750,0.1048
452.2769,0.0917
453.2787,0.0897
454.2805,0.1395
455.2823,0.1631
456.2842,0.1823
457.2860,0.1897
458.2878,0.2344
459.2896,0.2908
460.2914,0.3096
461.2933,0.3106
462.2951,0.3703
463.2969,0.4146
464.2987,0.4602
465.3005,0.4819
466.3024,0.6118
467.3042,0.6067
468.3060,0.6582
469.3078,0.6845
470.3097,0.7880
471.3115,0.8136
472.3133,0.8498
473.3151,0.8882
474.3169,0.9385
475.3188,0.9444
476.3206,0.9354
477.3224,0.9643
478.3242,0.9714
479.3260,1.0052
480.3279,1.0128
481.3297,1.0113
482.3315,0.9305
483.3333,0.9507
484.3352,0.8955
485.3370,0.9307
486.3388,0.8601
487.3406,0.8229
488.3424,0.7585
489.3443,0.7017
490.3461,0.6362
491.3479,0.5820
492.3497,0.5279
493.3515,0.5070
494.3534,0.4779
495.3552,0.3935
496.3570,0.3424
497.3588,0.2861
498.3607,0.2823
499.3625,0.2666
500.3643,0.2353
501.3661,0.2081
502.3679,0.1626
503.3698,0.1328
504.3716,0.1361
505.3734,0.0702
506.3752,0.0681
507.3770,0.0977
508.3789,0.0306
509.3807,0.0417
510.3825,0.0469
511.3843,0.0292
512.3862,0.0450
513.3880,0.0479
514.3898,0.0233
515.3916,0.0385
516.3934,0.0000
517.3953,0.0033
518.3971,0.0530
519.3989,0.0426
520.4007,0.0000
521.4026,0.0019
522.4044,0.0043
523.4062,0.0095
524.4080,0.0263
525.4098,0.0374
526.4117,0.0012
527.4135,0.0228
528.4153,0.0132
529.4171,0.0000
530.4189,0.0000
531.4208,0.0205
532.4226,0.0122
533.4244,0.0078
534.4262,0.0000
535.4281,0.0392
536.4299,0.0031
537.4317,0.0000
538.4335,0.0000
539.4353,0.0136
540.4372,0.0141
541.4390,0.0000
542.4408,0.0093
543.4426,0.0134
544.4444,0.0028
545.4463,0.0000
546.4481,0.0192
547.4499,0.0168
548.4517,0.0114
549.4536,0.0000
550.4554,0.0000
551.4572,0.0015
552.4590,0.0186
