# material: CdTe
# radius_nm: 4.50
# wavelength_nm, intensity_au
300.0000,0.0000
301.0018,0.0282
302.0036,0.0217
303.0055,0.0000
304.0073,0.0313
305.0091,0.0000
306.0109,0.0000
307.0128,0.0373
308.0146,0.0116
309.0164,0.0000
310.0182,0.0000
311.0200,0.0000
312.0219,0.0055
313.0237,0.0039
314.0255,0.0004
315.0273,0.0000
316.0291,0.0053
317.0310,0.0000
318.0328,0.0000
319.0346,0.0253
320.0364,0.0434
321.0383,0.0389
322.0401,0.0130
323.0419,0.0000
324.0437,0.0000
325.0455,0.0081
326.0474,0.0000
327.0492,0.0264
328.0510,0.0000
329.0528,0.0000
330.0546,0.0160
331.0565,0.0000
332.0583,0.0000
333.0601,0.0119
334.0619,0.0304
335.0638,0.0000
336.0656,0.0000
337.0674,0.0000
338.0692,0.0000
339.0710,0.0000
340.0729,0.0000
341.0747,0.0247
342.0765,0.0000
343.0783,0.0006
344.0801,0.0000
345.0820,0.0127
346.0838,0.0375
347.0856,0.0000
348.0874,0.0345
349.0893,0.0073
350.0911,0.0003
351.0929,0.0080
352.0947,0.0078
353.0965,0.0371
354.0984,0.0104
355.1002,0.0108
356.1020,0.0000
357.1038,0.0168
358.1056,0.0000
359.1075,0.0022
360.1093,0.0577
361.1111,0.0000
362.1129,0.0047
363.1148,0.0054
364.1166,0.0000
365.1184,0.0000
366.1202,0.0018
367.1220,0.0000
368.1239,0.0044
369.1257,0.0000
370.1275,0.0404
371.1293,0.0000
372.1311,0.0114
373.1330,0.0000
374.1348,0.0187
375.1366,0.0147
376.1384,0.0084
377.1403,0.0000
378.1421,0.0000
379.1439,0.0337
380.1457,0.0000
381.1475,0.0128
382.1494,0.0000
383.1512,0.0202
384.1530,0.0000
385.1548,0.0000
386.1566,0.0000
387.1585,0.0000
388.1603,0.0081
389.1621,0.0014
390.1639,0.0000
391.1658,0.0000
392.1676,0.0000
393.1694,0.0129
394.1712,0.0165
395.1730,0.0000
396.1749,0.0054
397.1767,0.0350
398.1785,0.0000
399.1803,0.0000
400.1821,0.0116
401.1840,0.0000
402.1858,0.0000
403.1876,0.0000
404.1894,0.0000
405.1913,0.0000
406.1931,0.0180
407.1949,0.0221
408.1967,0.0185
409.1985,0.0067
410.2004,0.0000
411.2022,0.0000
412.2040,0.0074
413.2058,0.0000
414.2077,0.0000
415.2095,0.0000
416.2113,0.0053
417.2131,0.0000
418.2149,0.0307
419.2168,0.0092
420.2186,0.0000
421.2204,0.0277
422.2222,0.0313
423.2240,0.0103
424.2259,0.0000
425.2277,0.0000
426.2295,0.0000
427.2313,0.0000
428.2332,0.0000
429.2350,0.0000
430.2368,0.0052
431.2386,0.0000
432.2404,0.0000
433.2423,0.0000
434.2441,0.0000
435.2459,0.0000
436.2477,0.0000
437.2495,0.0000
438.2514,0.0000
439.2532,0.0000
440.2550,0.0000
441.2568,0.0000
442.2587,0.0022
443.2605,0.0084
444.2623,0.0136
445.2641,0.0000
446.2659,0.0000
447.2678,0.0254
448.2696,0.0077
449.2714,0.0000
450.2732,0.0056
451.2750,0.0214
452.2769,0.0346
453.2787,0.0050
454.2805,0.0212
455.2823,0.0000
456.2842,0.0000
457.2860,0.0000
458.2878,0.0069
459.2896,0.0322
460.2914,0.0050
461.2933,0.0000
462.2951,0.0000
463.2969,0.0329
464.2987,0.0103
465.3005,0.0090
466.3024,0.0000
467.3042,0.0054
468.3060,0.0000
469.3078,0.0077
470.3097,0.0000
471.3115,0.0000
472.3133,0.0000
473.3151,0.0000
474.3169,0.0000
475.3188,0.0000
476.3206,0.0000
477.3224,0.0000
478.3242,0.0354
479.3260,0.0061
480.3279,0.0067
481.3297,0.0099
482.3315,0.0174
483.3333,0.0091
484.3352,0.0056
485.3370,0.0142
486.3388,0.0000
487.3406,0.0418
488.3424,0.0318
489.3443,0.0043
490.3461,0.0000
491.3479,0.0242
492.3497,0.0000
493.3515,0.0107
494.3534,0.0000
495.3552,0.0445
496.3570,0.0000
497.3588,0.0014
498.3607,0.0000
499.3625,0.0000
500.3643,0.0000
501.3661,0.0227
502.3679,0.0000
503.3698,0.0228
504.3716,0.0000
505.3734,0.0000
506.3752,0.0000
507.3770,0.0099
508.3789,0.0074
509.3807,0.0144
510.3825,0.0053
511.3843,0.0132
512.3862,0.0000
513.3880,0.0078
514.3898,0.0322
515.3916,0.0000
516.3934,0.0098
517.3953,0.0135
518.3971,0.0292
519.3989,0.0145
520.4007,0.0020
521.4026,0.0086
522.4044,0.0000
523.4062,0.0000
524.4080,0.0000
525.4098,0.0297
526.4117,0.0090
527.4135,0.0000
528.4153,0.0054
529.4171,0.0232
530.4189,0.0199
531.4208,0.0000
532.4226,0.0000
533.4244,0.0079
534.4262,0.0000
535.4281,0.0124
536.4299,0.0190
537.4317,0.0223
538.4335,0.0349
539.4353,0.0247
540.4372,0.0350
541.4390,0.0276
542.4408,0.0293
543.4426,0.0000
544.4444,0.0000
545.4463,0.0496
546.4481,0.0013
547.4499,0.0246
548.4517,0.0000
549.4536,0.0193
550.4554,0.0000
551.4572,0.0000
552.4590,0.0000
553.4608,0.0093
554.4627,0.0214
555.4645,0.0000
556.4663,0.0132
557.4681,0.0245
558.4699,0.0469
559.4718,0.0141
560.4736,0.0000
561.4754,0.0000
