# material: CdS
# radius_nm: 1.15
# wavelength_nm, intensity_au
300.0000,0.0082
301.0018,0.0229
302.0036,0.0078
303.0055,0.0000
304.0073,0.0119
305.0091,0.0034
306.0109,0.0000
307.0128,0.0095
308.0146,0.0016
309.0164,0.0000
310.0182,0.0000
311.0200,0.0283
312.0219,0.0277
313.0237,0.0038
314.0255,0.0012
315.0273,0.0000
316.0291,0.0345
317.0310,0.0209
318.0328,0.0153
319.0346,0.0000
320.0364,0.0013
321.0383,0.0000
322.0401,0.0145
323.0419,0.0000
324.0437,0.0000
325.0455,0.0141
326.0474,0.0000
327.0492,0.0000
328.0510,0.0075
329.0528,0.0314
330.0546,0.0220
331.0565,0.0288
332.0583,0.0103
333.0601,0.0411
334.0619,0.0000
335.0638,0.0573
336.0656,0.0636
337.0674,0.0341
338.0692,0.0469
339.0710,0.0356
340.0729,0.0393
341.0747,0.0395
342.0765,0.0603
343.0783,0.0833
344.0801,0.0931
345.0820,0.1385
346.0838,0.1167
347.0856,0.1027
348.0874,0.1852
349.0893,0.1498
350.0911,0.1871
351.0929,0.2300
352.0947,0.2614
353.0965,0.2548
354.0984,0.3016
355.1002,0.3218
356.1020,0.4006
357.1038,0.4504
358.1056,0.4423
359.1075,0.5278
360.1093,0.5686
361.1111,0.5795
362.1129,0.5957
363.1148,0.6564
364.1166,0.7077
365.1184,0.7909
366.1202,0.7965
367.1220,0.8153
368.1239,0.8723
369.1257,0.8743
370.1275,0.9378
371.1293,0.9313
372.1311,0.9533
373.1330,0.9921
374.1348,1.0294
375.1366,1.0433
376.1384,0.9786
377.1403,0.9825
378.1421,0.9949
379.1439,0.9934
380.1457,0.9076
381.1475,0.9292
382.1494,0.8905
383.1512,0.8309
384.1530,0.8087
385.1548,0.7875
386.1566,0.7612
387.1585,0.7397
388.1603,0.6849
389.1621,0.6543
390.1639,0.5932
391.1658,0.5359
392.1676,0.5042
393.1694,0.4806
394.1712,0.4474
395.1730,0.3852
396.1749,0.3328
397.1767,0.3233
398.1785,0.2933
399.1803,0.2777
400.1821,0.2110
401.1840,0.1849
402.1858,0.1893
403.1876,0.1442
404.1894,0.1235
405.1913,0.1398
406.1931,0.0714
407.1949,0.1258
408.1967,0.0599
409.1985,0.0786
410.2004,0.0495
411.2022,0.0489
412.2040,0.0311
413.2058,0.0473
414.2077,0.0181
415.2095,0.0091
416.2113,0.0531
417.2131,0.0144
418.2149,0.0000
419.2168,0.0000
420.2186,0.0446
421.2204,0.0000
422.2222,0.0458
423.2240,0.0116
424.2259,0.0057
425.2277,0.0056
426.2295,0.0461
427.2313,0.0000
428.2332,0.0053
429.2350,0.0000
430.2368,0.0000
431.2386,0.0035
432.2404,0.0000
433.2423,0.0040
434.2441,0.0000
435.2459,0.0000
436.2477,0.0077
437.2495,0.0144
438.2514,0.0000
439.2532,0.0374
440.2550,0.0267
441.2568,0.0169
442.2587,0.0167
443.2605,0.0006
444.2623,0.0228
445.2641,0.0314
446.2659,0.0162
447.2678,0.0000
448.2696,0.0000
449.2714,0.0115
450.2732,0.0168
451.2750,0.0000
452.2769,0.0000
453.2787,0.0317
454.2805,0.0000
455.2823,0.0000
456.2842,0.0000
457.2860,0.0000
458.2878,0.0249
459.2896,0.0256
460.2914,0.0000
461.2933,0.0099
462.2951,0.0000
463.2969,0.0000
464.2987,0.0444
465.3005,0.0275
466.3024,0.0071
467.3042,0.0000
468.3060,0.0000
469.3078,0.0000
470.3097,0.0020
471.3115,0.0062
472.3133,0.0000
473.3151,0.0000
474.3169,0.0426
475.3188,0.0048
476.3206,0.0091
477.3224,0.0000
478.3242,0.0000
479.3260,0.0000
480.3279,0.0000
481.3297,0.0142
482.3315,0.0181
483.3333,0.0153
484.3352,0.0198
485.3370,0.0361
486.3388,0.0078
487.3406,0.0220
488.3424,0.0099
489.3443,0.0000
490.3461,0.0000
491.3479,0.0000
492.3497,0.0046
493.3515,0.0000
494.3534,0.0121
495.3552,0.0196
496.3570,0.0241
497.3588,0.0324
498.3607,0.0000
499.3625,0.0000
500.3643,0.0586
501.3661,0.0202
502.3679,0.0045
503.3698,0.0006
504.3716,0.0000
505.3734,0.0000
506.3752,0.0000
507.3770,0.0000
508.3789,0.0000
509.3807,0.0000
