# material: CdSe
# radius_nm: 3.25
# wavelength_nm, intensity_au
300.0000,0.0226
301.0018,0.0000
302.0036,0.0000
303.0055,0.0000
304.0073,0.0225
305.0091,0.0413
306.0109,0.0016
307.0128,0.0000
308.0146,0.0122
309.0164,0.0000
310.0182,0.0000
311.0200,0.0125
312.0219,0.0051
313.0237,0.0000
314.0255,0.0000
315.0273,0.0025
316.0291,0.0000
317.0310,0.0000
318.0328,0.0000
319.0346,0.0068
320.0364,0.0000
321.0383,0.0000
322.0401,0.0198
323.0419,0.0000
324.0437,0.0000
325.0455,0.0000
326.0474,0.0030
327.0492,0.0112
328.0510,0.0225
329.0528,0.0000
330.0546,0.0117
331.0565,0.0039
332.0583,0.0000
333.0601,0.0380
334.0619,0.0000
335.0638,0.0084
336.0656,0.0078
337.0674,0.0055
338.0692,0.0000
339.0710,0.0165
340.0729,0.0000
341.0747,0.0000
342.0765,0.0000
343.0783,0.0000
344.0801,0.0086
345.0820,0.0215
346.0838,0.0000
347.0856,0.0156
348.0874,0.0010
349.0893,0.0000
350.0911,0.0000
351.0929,0.0000
352.0947,0.0000
353.0965,0.0086
354.0984,0.0047
355.1002,0.0000
356.1020,0.0000
357.1038,0.0085
358.1056,0.0000
359.1075,0.0060
360.1093,0.0156
361.1111,0.0000
362.1129,0.0000
363.1148,0.0335
364.1166,0.0070
365.1184,0.0000
366.1202,0.0000
367.1220,0.0000
368.1239,0.0000
369.1257,0.0177
370.1275,0.0000
371.1293,0.0219
372.1311,0.0000
373.1330,0.0000
374.1348,0.0000
375.1366,0.0000
376.1384,0.0000
377.1403,0.0000
378.1421,0.0165
379.1439,0.0000
380.1457,0.0232
381.1475,0.0164
382.1494,0.0250
383.1512,0.0000
384.1530,0.0203
385.1548,0.0000
386.1566,0.0143
387.1585,0.0000
388.1603,0.0000
389.1621,0.0000
390.1639,0.0001
391.1658,0.0000
392.1676,0.0075
393.1694,0.0000
394.1712,0.0000
395.1730,0.0274
396.1749,0.0181
397.1767,0.0000
398.1785,0.0000
399.1803,0.0204
400.1821,0.0084
401.1840,0.0030
402.1858,0.0219
403.1876,0.0000
404.1894,0.0006
405.1913,0.0000
406.1931,0.0000
407.1949,0.0000
408.1967,0.0015
409.1985,0.0007
410.2004,0.0000
411.2022,0.0160
412.2040,0.0000
413.2058,0.0000
414.2077,0.0000
415.2095,0.0072
416.2113,0.0000
417.2131,0.0178
418.2149,0.0000
419.2168,0.0244
420.2186,0.0000
421.2204,0.0000
422.2222,0.0383
423.2240,0.0000
424.2259,0.0248
425.2277,0.0008
426.2295,0.0083
427.2313,0.0014
428.2332,0.0170
429.2350,0.0000
430.2368,0.0000
431.2386,0.0000
432.2404,0.0020
433.2423,0.0000
434.2441,0.0142
435.2459,0.0261
436.2477,0.0000
437.2495,0.0000
438.2514,0.0000
439.2532,0.0406
440.2550,0.0061
441.2568,0.0096
442.2587,0.0000
443.2605,0.0000
444.2623,0.0102
445.2641,0.0000
446.2659,0.0215
447.2678,0.0462
448.2696,0.0000
449.2714,0.0000
450.2732,0.0000
451.2750,0.0321
452.2769,0.0208
453.2787,0.0000
454.2805,0.0007
455.2823,0.0000
456.2842,0.0178
457.2860,0.0000
458.2878,0.0000
459.2896,0.0122
460.2914,0.0000
461.2933,0.0000
462.2951,0.0002
463.2969,0.0159
464.2987,0.0329
465.3005,0.0117
466.3024,0.0161
467.3042,0.0000
468.3060,0.0000
469.3078,0.0131
470.3097,0.0034
471.3115,0.0000
472.3133,0.0000
473.3151,0.0000
474.3169,0.0000
475.3188,0.0296
476.3206,0.0096
477.3224,0.0275
478.3242,0.0053
479.3260,0.0016
480.3279,0.0000
481.3297,0.0002
482.3315,0.0003
483.3333,0.0000
484.3352,0.0000
485.3370,0.0000
486.3388,0.0083
487.3406,0.0092
488.3424,0.0000
489.3443,0.0094
490.3461,0.0000
491.3479,0.0000
492.3497,0.0000
493.3515,0.0216
494.3534,0.0000
495.3552,0.0023
496.3570,0.0317
497.3588,0.0000
498.3607,0.0000
499.3625,0.0000
500.3643,0.0325
501.3661,0.0000
502.3679,0.0009
503.3698,0.0271
504.3716,0.0132
505.3734,0.0000
506.3752,0.0000
507.3770,0.0099
508.3789,0.0000
509.3807,0.0000
510.3825,0.0000
511.3843,0.0000
