# material: CdS
# radius_nm: 2.80
# wavelength_nm, intensity_au
300.0000,0.0419
301.0018,0.0097
302.0036,0.0000
303.0055,0.0000
304.0073,0.0000
305.0091,0.0000
306.0109,0.0077
307.0128,0.0086
308.0146,0.0000
309.0164,0.0218
310.0182,0.0000
311.0200,0.0000
312.0219,0.0230
313.0237,0.0121
314.0255,0.0000
315.0273,0.0394
316.0291,0.0000
317.0310,0.0000
318.0328,0.0091
319.0346,0.0000
320.0364,0.0000
321.0383,0.0125
322.0401,0.0000
323.0419,0.0116
324.0437,0.0000
325.0455,0.0172
326.0474,0.0000
327.0492,0.0264
328.0510,0.0000
329.0528,0.0306
330.0546,0.0000
331.0565,0.0385
332.0583,0.0000
333.0601,0.0000
334.0619,0.0009
335.0638,0.0247
336.0656,0.0158
337.0674,0.0233
338.0692,0.0162
339.0710,0.0000
340.0729,0.0153
341.0747,0.0019
342.0765,0.0000
343.0783,0.0036
344.0801,0.0000
345.0820,0.0283
346.0838,0.0000
347.0856,0.0000
348.0874,0.0000
349.0893,0.0379
350.0911,0.0000
351.0929,0.0259
352.0947,0.0000
353.0965,0.0101
354.0984,0.0053
355.1002,0.0247
356.1020,0.0218
357.1038,0.0016
358.1056,0.0000
359.1075,0.0325
360.1093,0.0000
361.1111,0.0000
362.1129,0.0000
363.1148,0.0000
364.1166,0.0119
365.1184,0.0443
366.1202,0.0000
367.1220,0.0000
368.1239,0.0018
369.1257,0.0309
370.1275,0.0000
371.1293,0.0118
372.1311,0.0000
373.1330,0.0521
374.1348,0.0029
375.1366,0.0071
376.1384,0.0017
377.1403,0.0000
378.1421,0.0190
379.1439,0.0000
380.1457,0.0000
381.1475,0.0000
382.1494,0.0163
383.1512,0.0000
384.1530,0.0037
385.1548,0.0000
386.1566,0.0213
387.1585,0.0130
388.1603,0.0004
389.1621,0.0034
390.1639,0.0000
391.1658,0.0000
392.1676,0.0000
393.1694,0.0103
394.1712,0.0113
395.1730,0.0000
396.1749,0.0149
397.1767,0.0284
398.1785,0.0000
399.1803,0.0062
400.1821,0.0000
401.1840,0.0000
402.1858,0.0034
403.1876,0.0341
404.1894,0.0183
405.1913,0.0165
406.1931,0.0000
407.1949,0.0000
