# material: CdSe
# radius_nm: 3.50
# wavelength_nm, intensity_au
300.0000,0.0000
301.0018,0.0000
302.0036,0.0000
303.0055,0.0000
304.0073,0.0015
305.0091,0.0000
306.0109,0.0000
307.0128,0.0000
308.0146,0.0034
309.0164,0.0085
310.0182,0.0080
311.0200,0.0002
312.0219,0.0000
313.0237,0.0000
314.0255,0.0000
315.0273,0.0000
316.0291,0.0015
317.0310,0.0285
318.0328,0.0162
319.0346,0.0000
320.0364,0.0136
321.0383,0.0128
322.0401,0.0000
323.0419,0.0170
324.0437,0.0000
325.0455,0.0000
326.0474,0.0091
327.0492,0.0043
328.0510,0.0000
329.0528,0.0000
330.0546,0.0000
331.0565,0.0122
332.0583,0.0000
333.0601,0.0033
334.0619,0.0071
335.0638,0.0000
336.0656,0.0000
337.0674,0.0000
338.0692,0.0113
339.0710,0.0000
340.0729,0.0027
341.0747,0.0074
342.0765,0.0120
343.0783,0.0000
344.0801,0.0000
345.0820,0.0334
346.0838,0.0343
347.0856,0.0197
348.0874,0.0067
349.0893,0.0000
350.0911,0.0144
351.0929,0.0000
352.0947,0.0112
353.0965,0.0000
354.0984,0.0000
355.1002,0.0033
356.1020,0.0049
357.1038,0.0099
358.1056,0.0000
359.1075,0.0000
360.1093,0.0325
361.1111,0.0498
362.1129,0.0089
363.1148,0.0000
364.1166,0.0000
365.1184,0.0102
366.1202,0.0268
367.1220,0.0000
368.1239,0.0000
369.1257,0.0039
370.1275,0.0173
371.1293,0.0000
372.1311,0.0000
373.1330,0.0124
374.1348,0.0225
375.1366,0.0000
376.1384,0.0081
377.1403,0.0000
378.1421,0.0000
379.1439,0.0205
380.1457,0.0077
381.1475,0.0098
382.1494,0.0300
383.1512,0.0000
384.1530,0.0000
385.1548,0.0032
386.1566,0.0000
387.1585,0.0157
388.1603,0.0000
389.1621,0.0000
390.1639,0.0013
391.1658,0.0034
392.1676,0.0187
393.1694,0.0079
394.1712,0.0092
395.1730,0.0064
396.1749,0.0000
397.1767,0.0000
398.1785,0.0058
399.1803,0.0000
400.1821,0.0338
401.1840,0.0268
402.1858,0.0127
403.1876,0.0076
404.1894,0.0000
405.1913,0.0000
406.1931,0.0000
407.1949,0.0020
408.1967,0.0046
409.1985,0.0094
410.2004,0.0184
411.2022,0.0000
412.2040,0.0000
413.2058,0.0290
414.2077,0.0154
415.2095,0.0000
416.2113,0.0000
417.2131,0.0000
418.2149,0.0006
419.2168,0.0095
420.2186,0.0507
421.2204,0.0038
422.2222,0.0133
423.2240,0.0000
424.2259,0.0000
425.2277,0.0246
426.2295,0.0080
427.2313,0.0000
428.2332,0.0135
429.2350,0.0384
430.2368,0.0000
431.2386,0.0304
432.2404,0.0000
433.2423,0.0188
434.2441,0.0000
435.2459,0.0000
436.2477,0.0089
437.2495,0.0230
438.2514,0.0073
439.2532,0.0117
440.2550,0.0000
441.2568,0.0000
442.2587,0.0138
443.2605,0.0350
444.2623,0.0226
445.2641,0.0000
446.2659,0.0000
447.2678,0.0000
448.2696,0.0000
449.2714,0.0009
450.2732,0.0079
451.2750,0.0000
452.2769,0.0155
453.2787,0.0120
454.2805,0.0000
455.2823,0.0000
456.2842,0.0000
457.2860,0.0000
458.2878,0.0001
459.2896,0.0034
460.2914,0.0076
461.2933,0.0049
462.2951,0.0000
463.2969,0.0057
464.2987,0.0200
465.3005,0.0000
466.3024,0.0064
467.3042,0.0000
468.3060,0.0000
469.3078,0.0105
470.3097,0.0000
471.3115,0.0077
472.3133,0.0006
473.3151,0.0000
474.3169,0.0000
475.3188,0.0000
476.3206,0.0000
477.3224,0.0077
478.3242,0.0046
479.3260,0.0170
480.3279,0.0000
481.3297,0.0379
482.3315,0.0000
483.3333,0.0000
484.3352,0.0000
485.3370,0.0000
486.3388,0.0307
487.3406,0.0274
488.3424,0.0120
489.3443,0.0000
490.3461,0.0362
491.3479,0.0000
492.3497,0.0000
493.3515,0.0287
494.3534,0.0132
495.3552,0.0440
496.3570,0.0050
