# material: CdS
# radius_nm: 2.35
# wavelength_nm, intensity_au
300.0000,0.0114
301.0018,0.0000
302.0036,0.0000
303.0055,0.0368
304.0073,0.0185
305.0091,0.0377
306.0109,0.0175
307.0128,0.0136
308.0146,0.0074
309.0164,0.0000
310.0182,0.0102
311.0200,0.0000
312.0219,0.0000
313.0237,0.0000
314.0255,0.0258
315.0273,0.0000
316.0291,0.0000
317.0310,0.0118
318.0328,0.0000
319.0346,0.0097
320.0364,0.0198
321.0383,0.0092
322.0401,0.0000
323.0419,0.0257
324.0437,0.0148
325.0455,0.0005
326.0474,0.0000
327.0492,0.0075
328.0510,0.0000
329.0528,0.0000
330.0546,0.0150
331.0565,0.0138
332.0583,0.0000
333.0601,0.0102
334.0619,0.0351
335.0638,0.0000
336.0656,0.0000
337.0674,0.0000
338.0692,0.0332
339.0710,0.0224
340.0729,0.0000
341.0747,0.0068
342.0765,0.0461
343.0783,0.0000
344.0801,0.0000
345.0820,0.0103
346.0838,0.0000
347.0856,0.0353
348.0874,0.0000
349.0893,0.0000
350.0911,0.0000
351.0929,0.0131
352.0947,0.0000
353.0965,0.0060
354.0984,0.0113
355.1002,0.0000
356.1020,0.0000
357.1038,0.0070
358.1056,0.0140
359.1075,0.0000
360.1093,0.0030
361.1111,0.0000
362.1129,0.0146
363.1148,0.0104
364.1166,0.0000
365.1184,0.0096
366.1202,0.0000
367.1220,0.0091
368.1239,0.0094
369.1257,0.0474
370.1275,0.0000
371.1293,0.0000
372.1311,0.0000
373.1330,0.0000
374.1348,0.0000
375.1366,0.0133
376.1384,0.0147
377.1403,0.0059
378.1421,0.0000
379.1439,0.0000
380.1457,0.0000
381.1475,0.0000
382.1494,0.0000
383.1512,0.0272
384.1530,0.0367
385.1548,0.0000
386.1566,0.0058
387.1585,0.0055
388.1603,0.0042
389.1621,0.0000
390.1639,0.0205
391.1658,0.0082
392.1676,0.0207
393.1694,0.0000
394.1712,0.0000
395.1730,0.0087
396.1749,0.0000
397.1767,0.0212
398.1785,0.0000
399.1803,0.0000
400.1821,0.0000
401.1840,0.0000
402.1858,0.0057
403.1876,0.0086
404.1894,0.0137
405.1913,0.0163
406.1931,0.0000
407.1949,0.0443
408.1967,0.0306
409.1985,0.0000
410.2004,0.0021
411.2022,0.0000
412.2040,0.0153
413.2058,0.0000
414.2077,0.0000
415.2095,0.0000
416.2113,0.0126
417.2131,0.0468
418.2149,0.0286
419.2168,0.0369
420.2186,0.0530
421.2204,0.0375
422.2222,0.0699
423.2240,0.1009
424.2259,0.1051
425.2277,0.1366
426.2295,0.1629
427.2313,0.1740
428.2332,0.1723
429.2350,0.2083
430.2368,0.2853
431.2386,0.2872
432.2404,0.3215
433.2423,0.3402
434.2441,0.3976
435.2459,0.4578
436.2477,0.4896
437.2495,0.5261
438.2514,0.5787
439.2532,0.6566
440.2550,0.6940
441.2568,0.7383
442.2587,0.7817
443.2605,0.7920
444.2623,0.8610
445.2641,0.9129
446.2659,0.9181
447.2678,0.9697
448.2696,0.9825
449.2714,1.0037
450.2732,0.9977
451.2750,1.0177
452.2769,0.9677
453.2787,0.9883
454.2805,0.9865
455.2823,0.9569
456.2842,0.9463
457.2860,0.8896
458.2878,0.8459
459.2896,0.7844
460.2914,0.7689
461.2933,0.7395
462.2951,0.6975
463.2969,0.6064
464.2987,0.6097
465.3005,0.5187
466.3024,0.4885
467.3042,0.4337
468.3060,0.4093
469.3078,0.3607
470.3097,0.3328
471.3115,0.3190
472.3133,0.2557
473.3151,0.2047
474.3169,0.1967
475.3188,0.2005
476.3206,0.1515
477.3224,0.1366
478.3242,0.0677
479.3260,0.0914
480.3279,0.0644
481.3297,0.0443
482.3315,0.0473
483.3333,0.0413
484.3352,0.0193
485.3370,0.0295
486.3388,0.0172
487.3406,0.0306
488.3424,0.0177
489.3443,0.0179
490.3461,0.0277
491.3479,0.0174
492.3497,0.0048
493.3515,0.0000
494.3534,0.0131
495.3552,0.0000
496.3570,0.0000
497.3588,0.0087
498.3607,0.0276
499.3625,0.0375
500.3643,0.0000
501.3661,0.0000
502.3679,0.0068
503.3698,0.0050
504.3716,0.0000
505.3734,0.0000
506.3752,0.0120
507.3770,0.0000
508.3789,0.0000
509.3807,0.0000
510.3825,0.0000
511.3843,0.0139
512.3862,0.0000
513.3880,0.0011
514.3898,0.0449
515.3916,0.0000
516.3934,0.0000
517.3953,0.0136
518.3971,0.0198
519.3989,0.0083
520.4007,0.0362
521.4026,0.0063
522.4044,0.0000
523.4062,0.0019
524.4080,0.0000
525.4098,0.0277
526.4117,0.0193
527.4135,0.0000
528.4153,0.0270
529.4171,0.0188
530.4189,0.0000
531.4208,0.0000
532.4226,0.0278
533.4244,0.0000
534.4262,0.0089
535.4281,0.0219
536.4299,0.0000
537.4317,0.0130
538.4335,0.0021
539.4353,0.0000
540.4372,0.0000
541.4390,0.0142
542.4408,0.0000
543.4426,0.0000
544.4444,0.0024
545.4463,0.0000
546.4481,0.0000
547.4499,0.0014
548.4517,0.0153
549.4536,0.0004
550.4554,0.0000
551.4572,0.0096
552.4590,0.0207
553.4608,0.0443
554.4627,0.0288
555.4645,0.0000
556.4663,0.0172
557.4681,0.0051
558.4699,0.0000
559.4718,0.0057
560.4736,0.0384
561.4754,0.0239
562.4772,0.0000
563.4791,0.0003
564.4809,0.0098
565.4827,0.0000
566.4845,0.0000
567.4863,0.0031
568.4882,0.0034
569.4900,0.0000
570.4918,0.0078
571.4936,0.0217
572.4954,0.0000
573.4973,0.0012
574.4991,0.0114
575.5009,0.0088
576.5027,0.0000
577.5046,0.0000
578.5064,0.0000
579.5082,0.0000
580.5100,0.0293
581.5118,0.0127
582.5137,0.0000
583.5155,0.0000
584.5173,0.0226
585.5191,0.0000
586.5209,0.0170
587.5228,0.0277
588.5246,0.0243
589.5264,0.0036
590.5282,0.0250
591.5301,0.0000
592.5319,0.0497
593.5337,0.0048
594.5355,0.0229
595.5373,0.0000
596.5392,0.0100
597.5410,0.0109
598.5428,0.0000
599.5446,0.0000
600.5464,0.0000
601.5483,0.0221
602.5501,0.0000
603.5519,0.0000
604.5537,0.0262
605.5556,0.0000
606.5574,0.0251
607.5592,0.0000
608.5610,0.0000
609.5628,0.0000
610.5647,0.0375
611.5665,0.0000
612.5683,0.0000
613.5701,0.0000
614.5719,0.0186
615.5738,0.0000
616.5756,0.0238
617.5774,0.0014
618.5792,0.0000
619.5811,0.0059
620.5829,0.0000
621.5847,0.0028
622.5865,0.0000
623.5883,0.0270
624.5902,0.0000
625.5920,0.0088
626.5938,0.0000
627.5956,0.0000
628.5974,0.0000
629.5993,0.0596
630.6011,0.0000
631.6029,0.0000
632.6047,0.0000
633.6066,0.0000
634.6084,0.0000
635.6102,0.0370
636.6120,0.0067
637.6138,0.0181
638.6157,0.0000
639.6175,0.0000
640.6193,0.0041
641.6211,0.0000
642.6230,0.0080
643.6248,0.0123
644.6266,0.0109
645.6284,0.0000
646.6302,0.0218
647.6321,0.0000
648.6339,0.0000
649.6357,0.0288
650.6375,0.0000
651.6393,0.0000
652.6412,0.0000
653.6430,0.0077
654.6448,0.0257
655.6466,0.0000
656.6485,0.0363
657.6503,0.0005
658.6521,0.0000
659.6539,0.0000
660.6557,0.0390
661.6576,0.0000
662.6594,0.0000
663.6612,0.0492
664.6630,0.0079
665.6648,0.0160
666.6667,0.0336
667.6685,0.0123
668.6703,0.0195
669.6721,0.0011
670.6740,0.0147
671.6758,0.0000
672.6776,0.0000
673.6794,0.0024
674.6812,0.0000
675.6831,0.0101
676.6849,0.0100
677.6867,0.0164
678.6885,0.0128
679.6903,0.0400
680.6922,0.0211
681.6940,0.0000
682.6958,0.0091
683.6976,0.0283
684.6995,0.0000
685.7013,0.0403
686.7031,0.0000
687.7049,0.0180
688.7067,0.0001
689.7086,0.0000
690.7104,0.0000
691.7122,0.0182
692.7140,0.0000
693.7158,0.0000
694.7177,0.0232
695.7195,0.0358
696.7213,0.0000
697.7231,0.0201
698.7250,0.0159
699.7268,0.0000
700.7286,0.0267
701.7304,0.0000
702.7322,0.0104
703.7341,0.0000
704.7359,0.0000
705.7377,0.0234
706.7395,0.0110
707.7413,0.0000
708.7432,0.0382
709.7450,0.0379
710.7468,0.0088
711.7486,0.0000
712.7505,0.0000
713.7523,0.0000
714.7541,0.0018
715.7559,0.0000
716.7577,0.0000
717.7596,0.0000
718.7614,0.0033
719.7632,0.0000
720.7650,0.0000
721.7668,0.0139
722.7687,0.0000
723.7705,0.0000
724.7723,0.0000
725.7741,0.0000
726.7760,0.0037
727.7778,0.0000
728.7796,0.0000
729.7814,0.0000
730.7832,0.0000
731.7851,0.0327
732.7869,0.0040
733.7887,0.0101
734.7905,0.0000
735.7923,0.0045
736.7942,0.0000
737.7960,0.0006
738.7978,0.0130
739.7996,0.0000
740.8015,0.0000
741.8033,0.0000
742.8051,0.0000
743.8069,0.0035
744.8087,0.0000
745.8106,0.0300
746.8124,0.0536
747.8142,0.0000
748.8160,0.0059
749.8179,0.0208
750.8197,0.0000
751.8215,0.0000
752.8233,0.0348
753.8251,0.0137
754.8270,0.0064
755.8288,0.0290
756.8306,0.0154
757.8324,0.0000
758.8342,0.0000
759.8361,0.0000
760.8379,0.0241
761.8397,0.0136
762.8415,0.0000
763.8434,0.0353
764.8452,0.0000
765.8470,0.0198
766.8488,0.0044
767.8506,0.0387
768.8525,0.0151
769.8543,0.0009
770.8561,0.0000
771.8579,0.0000
772.8597,0.0000
773.8616,0.0000
774.8634,0.0062
775.8652,0.0000
776.8670,0.0000
777.8689,0.0000
778.8707,0.0010
779.8725,0.0001
780.8743,0.0348
781.8761,0.0132
782.8780,0.0422
783.8798,0.0000
784.8816,0.0157
785.8834,0.0000
786.8852,0.0000
787.8871,0.0429
788.8889,0.0000
789.8907,0.0000
790.8925,0.0000
791.8944,0.0000
792.8962,0.0000
793.8980,0.0000
794.8998,0.0007
795.9016,0.0000
796.9035,0.0239
797.9053,0.0000
798.9071,0.0000
799.9089,0.0000
800.9107,0.0165
801.9126,0.0070
802.9144,0.0237
803.9162,0.0000
804.9180,0.0000
805.9199,0.0083
806.9217,0.0206
807.9235,0.0165
808.9253,0.0064
809.9271,0.0047
810.9290,0.0000
811.9308,0.0082
812.9326,0.0407
813.9344,0.0000
814.9362,0.0000
815.9381,0.0000
816.9399,0.0078
817.9417,0.0000
818.9435,0.0000
819.9454,0.0176
820.9472,0.0000
821.9490,0.0037
822.9508,0.0422
823.9526,0.0066
824.9545,0.0000
825.9563,0.0000
826.9581,0.0000
827.9599,0.0000
828.9617,0.0021
829.9636,0.0000
830.9654,0.0233
831.9672,0.0000
832.9690,0.0000
833.9709,0.0043
834.9727,0.0068
835.9745,0.0029
836.9763,0.0000
837.9781,0.0017
838.9800,0.0000
839.9818,0.0173
840.9836,0.0145
841.9854,0.0048
842.9872,0.0063
843.9891,0.0270
844.9909,0.0230
845.9927,0.0055
846.9945,0.0429
847.9964,0.0000
848.9982,0.0000
850.0000,0.0000
