# material: CdSe
# radius_nm: 3.75
# wavelength_nm, intensity_au
300.0000,0.0000
301.0018,0.0000
302.0036,0.0000
303.0055,0.0398
304.0073,0.0000
305.0091,0.0129
306.0109,0.0000
307.0128,0.0000
308.0146,0.0000
309.0164,0.0220
310.0182,0.0000
311.0200,0.0000
312.0219,0.0031
313.0237,0.0100
314.0255,0.0329
315.0273,0.0071
316.0291,0.0129
317.0310,0.0144
318.0328,0.0000
319.0346,0.0000
320.0364,0.0000
321.0383,0.0000
322.0401,0.0159
323.0419,0.0058
324.0437,0.0016
325.0455,0.0000
326.0474,0.0411
327.0492,0.0000
328.0510,0.0410
329.0528,0.0000
330.0546,0.0000
331.0565,0.0000
332.0583,0.0072
333.0601,0.0000
334.0619,0.0000
335.0638,0.0000
336.0656,0.0155
337.0674,0.0142
338.0692,0.0362
339.0710,0.0000
340.0729,0.0044
341.0747,0.0000
342.0765,0.0000
343.0783,0.0000
344.0801,0.0093
345.0820,0.0203
346.0838,0.0198
347.0856,0.0000
348.0874,0.0200
349.0893,0.0000
350.0911,0.0000
351.0929,0.0000
352.0947,0.0000
353.0965,0.0348
354.0984,0.0061
355.1002,0.0035
356.1020,0.0000
357.1038,0.0489
358.1056,0.0261
359.1075,0.0000
360.1093,0.0000
361.1111,0.0000
362.1129,0.0029
363.1148,0.0000
364.1166,0.0088
365.1184,0.0290
366.1202,0.0000
367.1220,0.0000
368.1239,0.0000
369.1257,0.0000
370.1275,0.0400
371.1293,0.0200
372.1311,0.0189
373.1330,0.0000
374.1348,0.0000
375.1366,0.0000
376.1384,0.0156
377.1403,0.0098
378.1421,0.0257
379.1439,0.0000
380.1457,0.0000
381.1475,0.0034
382.1494,0.0178
383.1512,0.0000
384.1530,0.0147
385.1548,0.0000
386.1566,0.0000
387.1585,0.0000
388.1603,0.0000
389.1621,0.0290
390.1639,0.0335
391.1658,0.0071
392.1676,0.0392
393.1694,0.0000
394.1712,0.0191
395.1730,0.0000
396.1749,0.0000
397.1767,0.0000
398.1785,0.0000
399.1803,0.0257
400.1821,0.0000
401.1840,0.0000
402.1858,0.0000
403.1876,0.0000
404.1894,0.0353
405.1913,0.0419
406.1931,0.0000
407.1949,0.0000
408.1967,0.0000
409.1985,0.0198
410.2004,0.0057
411.2022,0.0000
412.2040,0.0015
413.2058,0.0000
414.2077,0.0323
415.2095,0.0109
416.2113,0.0134
417.2131,0.0000
418.2149,0.0000
419.2168,0.0417
420.2186,0.0265
421.2204,0.0000
422.2222,0.0000
423.2240,0.0000
424.2259,0.0342
425.2277,0.0049
426.2295,0.0000
427.2313,0.0007
428.2332,0.0000
429.2350,0.0000
430.2368,0.0007
431.2386,0.0169
432.2404,0.0000
433.2423,0.0000
434.2441,0.0202
435.2459,0.0000
436.2477,0.0046
437.2495,0.0013
438.2514,0.0343
439.2532,0.0000
440.2550,0.0000
441.2568,0.0171
442.2587,0.0000
443.2605,0.0000
444.2623,0.0000
445.2641,0.0000
446.2659,0.0170
447.2678,0.0111
448.2696,0.0000
449.2714,0.0027
450.2732,0.0298
451.2750,0.0000
452.2769,0.0029
453.2787,0.0000
454.2805,0.0000
455.2823,0.0000
456.2842,0.0282
457.2860,0.0000
458.2878,0.0205
459.2896,0.0000
460.2914,0.0000
461.2933,0.0243
462.2951,0.0199
463.2969,0.0042
464.2987,0.0152
465.3005,0.0000
466.3024,0.0000
467.3042,0.0000
468.3060,0.0181
469.3078,0.0000
470.3097,0.0297
471.3115,0.0000
472.3133,0.0004
473.3151,0.0152
474.3169,0.0005
475.3188,0.0000
476.3206,0.0000
477.3224,0.0179
478.3242,0.0000
479.3260,0.0000
480.3279,0.0002
481.3297,0.0173
482.3315,0.0000
483.3333,0.0362
484.3352,0.0000
485.3370,0.0000
486.3388,0.0000
487.3406,0.0000
488.3424,0.0000
489.3443,0.0000
490.3461,0.0227
491.3479,0.0000
492.3497,0.0000
493.3515,0.0245
494.3534,0.0310
495.3552,0.0251
496.3570,0.0000
