# material: CdTe
# radius_nm: 3.50
# wavelength_nm, intensity_au
300.0000,0.0000
301.0018,0.0388
302.0036,0.0158
303.0055,0.0000
304.0073,0.0000
305.0091,0.0000
306.0109,0.0315
307.0128,0.0178
308.0146,0.0325
309.0164,0.0002
310.0182,0.0000
311.0200,0.0000
312.0219,0.0070
313.0237,0.0000
314.0255,0.0000
315.0273,0.0324
316.0291,0.0000
317.0310,0.0266
318.0328,0.0000
319.0346,0.0538
320.0364,0.0000
321.0383,0.0141
322.0401,0.0173
323.0419,0.0000
324.0437,0.0164
325.0455,0.0174
326.0474,0.0000
327.0492,0.0000
328.0510,0.0009
329.0528,0.0000
330.0546,0.0279
331.0565,0.0141
332.0583,0.0000
333.0601,0.0121
334.0619,0.0000
335.0638,0.0000
336.0656,0.0058
337.0674,0.0223
338.0692,0.0040
339.0710,0.0292
340.0729,0.0174
341.0747,0.0000
342.0765,0.0000
343.0783,0.0082
344.0801,0.0000
345.0820,0.0306
346.0838,0.0000
347.0856,0.0063
348.0874,0.0147
349.0893,0.0000
350.0911,0.0000
351.0929,0.0000
352.0947,0.0162
353.0965,0.0000
354.0984,0.0000
355.1002,0.0230
356.1020,0.0080
357.1038,0.0202
358.1056,0.0152
359.1075,0.0436
360.1093,0.0223
361.1111,0.0000
362.1129,0.0094
363.1148,0.0000
364.1166,0.0000
365.1184,0.0000
366.1202,0.0000
367.1220,0.0109
368.1239,0.0000
369.1257,0.0000
370.1275,0.0000
371.1293,0.0422
372.1311,0.0065
373.1330,0.0000
374.1348,0.0092
375.1366,0.0438
376.1384,0.0124
377.1403,0.0000
378.1421,0.0530
379.1439,0.0000
380.1457,0.0000
381.1475,0.0000
382.1494,0.0000
383.1512,0.0057
384.1530,0.0000
385.1548,0.0000
386.1566,0.0229
387.1585,0.0000
388.1603,0.0000
389.1621,0.0000
390.1639,0.0000
391.1658,0.0000
392.1676,0.0000
393.1694,0.0104
394.1712,0.0119
395.1730,0.0000
396.1749,0.0000
397.1767,0.0027
398.1785,0.0000
399.1803,0.0036
400.1821,0.0294
401.1840,0.0000
402.1858,0.0000
403.1876,0.0078
404.1894,0.0000
405.1913,0.0000
406.1931,0.0095
407.1949,0.0138
408.1967,0.0007
409.1985,0.0000
410.2004,0.0413
411.2022,0.0240
412.2040,0.0167
413.2058,0.0026
414.2077,0.0000
415.2095,0.0225
416.2113,0.0029
417.2131,0.0000
418.2149,0.0000
419.2168,0.0000
420.2186,0.0211
421.2204,0.0137
422.2222,0.0036
423.2240,0.0000
424.2259,0.0000
425.2277,0.0000
426.2295,0.0000
427.2313,0.0000
428.2332,0.0000
429.2350,0.0058
430.2368,0.0162
431.2386,0.0000
432.2404,0.0282
433.2423,0.0000
434.2441,0.0000
435.2459,0.0000
436.2477,0.0218
437.2495,0.0021
438.2514,0.0027
439.2532,0.0000
440.2550,0.0000
441.2568,0.0219
442.2587,0.0000
443.2605,0.0269
444.2623,0.0100
445.2641,0.0000
446.2659,0.0000
447.2678,0.0379
448.2696,0.0282
449.2714,0.0000
450.2732,0.0027
451.2750,0.0000
452.2769,0.0027
453.2787,0.0000
454.2805,0.0000
455.2823,0.0362
456.2842,0.0000
457.2860,0.0000
458.2878,0.0000
459.2896,0.0025
460.2914,0.0000
461.2933,0.0049
462.2951,0.0000
463.2969,0.0138
464.2987,0.0000
465.3005,0.0009
466.3024,0.0000
467.3042,0.0344
468.3060,0.0034
469.3078,0.0389
470.3097,0.0112
471.3115,0.0285
472.3133,0.0000
473.3151,0.0069
474.3169,0.0244
475.3188,0.0181
476.3206,0.0106
477.3224,0.0000
478.3242,0.0000
479.3260,0.0228
480.3279,0.0269
481.3297,0.0000
482.3315,0.0000
483.3333,0.0000
484.3352,0.0166
485.3370,0.0000
486.3388,0.0164
487.3406,0.0109
488.3424,0.0000
489.3443,0.0313
490.3461,0.0000
491.3479,0.0332
492.3497,0.0064
493.3515,0.0000
494.3534,0.0318
495.3552,0.0194
496.3570,0.0000
497.3588,0.0000
498.3607,0.0000
499.3625,0.0483
500.3643,0.0000
501.3661,0.0000
502.3679,0.0054
503.3698,0.0000
504.3716,0.0000
505.3734,0.0199
506.3752,0.0093
507.3770,0.0000
