# material: CdSe
# radius_nm: 2.75
# wavelength_nm, intensity_au
300.0000,0.0118
301.0018,0.0000
302.0036,0.0000
303.0055,0.0000
304.0073,0.0018
305.0091,0.0000
306.0109,0.0000
307.0128,0.0002
308.0146,0.0000
309.0164,0.0079
310.0182,0.0000
311.0200,0.0143
312.0219,0.0000
313.0237,0.0329
314.0255,0.0000
315.0273,0.0000
316.0291,0.0083
317.0310,0.0333
318.0328,0.0063
319.0346,0.0113
320.0364,0.0004
321.0383,0.0000
322.0401,0.0000
323.0419,0.0000
324.0437,0.0000
325.0455,0.0080
326.0474,0.0000
327.0492,0.0064
328.0510,0.0000
329.0528,0.0059
330.0546,0.0000
331.0565,0.0281
332.0583,0.0065
333.0601,0.0247
334.0619,0.0000
335.0638,0.0011
336.0656,0.0000
337.0674,0.0000
338.0692,0.0000
339.0710,0.0000
340.0729,0.0000
341.0747,0.0000
342.0765,0.0000
343.0783,0.0000
344.0801,0.0125
345.0820,0.0000
346.0838,0.0000
347.0856,0.0358
348.0874,0.0000
349.0893,0.0064
350.0911,0.0128
351.0929,0.0133
352.0947,0.0000
353.0965,0.0000
354.0984,0.0000
355.1002,0.0489
356.1020,0.0000
357.1038,0.0000
358.1056,0.0000
359.1075,0.0000
360.1093,0.0271
361.1111,0.0484
362.1129,0.0000
363.1148,0.0000
364.1166,0.0000
365.1184,0.0000
366.1202,0.0000
367.1220,0.0000
368.1239,0.0044
369.1257,0.0079
370.1275,0.0065
371.1293,0.0000
372.1311,0.0000
373.1330,0.0133
374.1348,0.0003
375.1366,0.0178
376.1384,0.0158
377.1403,0.0000
378.1421,0.0000
379.1439,0.0000
380.1457,0.0000
381.1475,0.0151
382.1494,0.0070
383.1512,0.0220
384.1530,0.0079
385.1548,0.0042
386.1566,0.0240
387.1585,0.0094
388.1603,0.0014
389.1621,0.0296
390.1639,0.0023
391.1658,0.0000
392.1676,0.0000
393.1694,0.0141
394.1712,0.0247
395.1730,0.0000
396.1749,0.0262
397.1767,0.0000
398.1785,0.0000
399.1803,0.0000
400.1821,0.0000
401.1840,0.0477
402.1858,0.0000
403.1876,0.0000
404.1894,0.0005
405.1913,0.0000
406.1931,0.0000
407.1949,0.0197
408.1967,0.0000
409.1985,0.0000
410.2004,0.0262
411.2022,0.0268
412.2040,0.0103
413.2058,0.0000
414.2077,0.0000
415.2095,0.0000
416.2113,0.0000
417.2131,0.0000
418.2149,0.0000
419.2168,0.0000
420.2186,0.0000
421.2204,0.0044
422.2222,0.0047
423.2240,0.0340
424.2259,0.0000
