# material: CdSe
# radius_nm: 2.25
# wavelength_nm, intensity_au
300.0000,0.0078
301.0018,0.0000
302.0036,0.0000
303.0055,0.0023
304.0073,0.0216
305.0091,0.0000
306.0109,0.0128
307.0128,0.0066
308.0146,0.0150
309.0164,0.0174
310.0182,0.0000
311.0200,0.0000
312.0219,0.0000
313.0237,0.0178
314.0255,0.0000
315.0273,0.0000
316.0291,0.0000
317.0310,0.0351
318.0328,0.0165
319.0346,0.0154
320.0364,0.0194
321.0383,0.0115
322.0401,0.0000
323.0419,0.0000
324.0437,0.0000
325.0455,0.0527
326.0474,0.0111
327.0492,0.0000
328.0510,0.0093
329.0528,0.0000
330.0546,0.0301
331.0565,0.0000
332.0583,0.0100
333.0601,0.0213
334.0619,0.0077
335.0638,0.0019
336.0656,0.0002
337.0674,0.0000
338.0692,0.0000
339.0710,0.0000
340.0729,0.0296
341.0747,0.0000
342.0765,0.0000
343.0783,0.0000
344.0801,0.0220
345.0820,0.0135
346.0838,0.0112
347.0856,0.0000
348.0874,0.0115
349.0893,0.0000
350.0911,0.0000
351.0929,0.0194
352.0947,0.0175
353.0965,0.0000
354.0984,0.0000
355.1002,0.0022
356.1020,0.0345
357.1038,0.0000
358.1056,0.0056
359.1075,0.0000
360.1093,0.0000
361.1111,0.0000
362.1129,0.0000
363.1148,0.0000
364.1166,0.0001
365.1184,0.0000
366.1202,0.0000
367.1220,0.0156
368.1239,0.0151
369.1257,0.0169
370.1275,0.0000
371.1293,0.0060
372.1311,0.0135
373.1330,0.0000
374.1348,0.0002
375.1366,0.0000
376.1384,0.0368
377.1403,0.0385
378.1421,0.0000
379.1439,0.0499
380.1457,0.0000
381.1475,0.0196
382.1494,0.0194
383.1512,0.0000
384.1530,0.0099
385.1548,0.0000
386.1566,0.0111
387.1585,0.0046
388.1603,0.0239
389.1621,0.0015
390.1639,0.0000
391.1658,0.0219
392.1676,0.0116
393.1694,0.0146
394.1712,0.0000
395.1730,0.0000
396.1749,0.0000
397.1767,0.0000
398.1785,0.0157
399.1803,0.0195
400.1821,0.0000
401.1840,0.0286
402.1858,0.0274
403.1876,0.0049
404.1894,0.0000
405.1913,0.0315
406.1931,0.0000
407.1949,0.0025
408.1967,0.0000
409.1985,0.0000
410.2004,0.0000
411.2022,0.0127
412.2040,0.0000
413.2058,0.0612
414.2077,0.0000
415.2095,0.0000
416.2113,0.0102
417.2131,0.0306
418.2149,0.0013
419.2168,0.0114
420.2186,0.0000
421.2204,0.0000
422.2222,0.0000
423.2240,0.0000
424.2259,0.0023
425.2277,0.0000
426.2295,0.0000
427.2313,0.0000
428.2332,0.0000
429.2350,0.0079
430.2368,0.0061
431.2386,0.0179
432.2404,0.0150
433.2423,0.0228
434.2441,0.0000
435.2459,0.0061
436.2477,0.0102
437.2495,0.0028
438.2514,0.0000
439.2532,0.0000
440.2550,0.0000
441.2568,0.0084
442.2587,0.0000
443.2605,0.0000
444.2623,0.0000
445.2641,0.0000
446.2659,0.0196
447.2678,0.0016
448.2696,0.0000
449.2714,0.0162
450.2732,0.0000
451.2750,0.0000
452.2769,0.0204
453.2787,0.0000
454.2805,0.0000
455.2823,0.0008
456.2842,0.0229
457.2860,0.0004
458.2878,0.0000
459.2896,0.0109
460.2914,0.0000
461.2933,0.0378
462.2951,0.0000
463.2969,0.0000
464.2987,0.0071
465.3005,0.0389
466.3024,0.0315
467.3042,0.0366
468.3060,0.0000
469.3078,0.0182
470.3097,0.0000
471.3115,0.0045
472.3133,0.0000
473.3151,0.0000
474.3169,0.0000
475.3188,0.0180
476.3206,0.0160
477.3224,0.0055
478.3242,0.0000
479.3260,0.0000
480.3279,0.0000
481.3297,0.0174
482.3315,0.0236
483.3333,0.0211
484.3352,0.0000
485.3370,0.0000
486.3388,0.0000
487.3406,0.0284
488.3424,0.0000
489.3443,0.0000
490.3461,0.0329
491.3479,0.0253
492.3497,0.0005
493.3515,0.0000
494.3534,0.0000
495.3552,0.0045
496.3570,0.0320
497.3588,0.0084
498.3607,0.0145
499.3625,0.0234
500.3643,0.0000
501.3661,0.0151
502.3679,0.0000
503.3698,0.0000
504.3716,0.0000
505.3734,0.0000
506.3752,0.0106
507.3770,0.0023
508.3789,0.0037
509.3807,0.0390
510.3825,0.0000
511.3843,0.0000
512.3862,0.0061
513.3880,0.0000
514.3898,0.0006
515.3916,0.0000
516.3934,0.0282
517.3953,0.0000
518.3971,0.0406
519.3989,0.0000
520.4007,0.0206
521.4026,0.0000
522.4044,0.0000
523.4062,0.0000
524.4080,0.0024
525.4098,0.0064
526.4117,0.0000
527.4135,0.0000
528.4153,0.0000
529.4171,0.0460
530.4189,0.0000
531.4208,0.0309
532.4226,0.0000
533.4244,0.0052
534.4262,0.0000
535.4281,0.0000
536.4299,0.0042
537.4317,0.0317
538.4335,0.0044
539.4353,0.0277
540.4372,0.0128
541.4390,0.0325
542.4408,0.0000
543.4426,0.0478
544.4444,0.0000
545.4463,0.0000
546.4481,0.0000
547.4499,0.0466
548.4517,0.0164
549.4536,0.0000
550.4554,0.0250
551.4572,0.0138
552.4590,0.0393
553.4608,0.0000
554.4627,0.0000
555.4645,0.0000
556.4663,0.0000
557.4681,0.0213
558.4699,0.0000
559.4718,0.0149
560.4736,0.0474
561.4754,0.0000
562.4772,0.0000
563.4791,0.0028
564.4809,0.0204
565.4827,0.0000
566.4845,0.0000
567.4863,0.0227
568.4882,0.0096
569.4900,0.0000
570.4918,0.0000
571.4936,0.0346
572.4954,0.0140
573.4973,0.0000
574.4991,0.0064
575.5009,0.0126
576.5027,0.0303
577.5046,0.0000
578.5064,0.0075
579.5082,0.0355
580.5100,0.0349
581.5118,0.0565
582.5137,0.0301
583.5155,0.0731
584.5173,0.1009
585.5191,0.1039
586.5209,0.1142
587.5228,0.1292
588.5246,0.1366
589.5264,0.1766
590.5282,0.2307
591.5301,0.2334
592.5319,0.2510
593.5337,0.2948
594.5355,0.3470
595.5373,0.3763
596.5392,0.4365
597.5410,0.4821
598.5428,0.5358
599.5446,0.5938
600.5464,0.6331
601.5483,0.6422
602.5501,0.6899
603.5519,0.7521
604.5537,0.7882
605.5556,0.8154
606.5574,0.8669
607.5592,0.8998
608.5610,0.9248
609.5628,0.9557
610.5647,1.0039
611.5665,0.9968
612.5683,1.0486
613.5701,1.0027
614.5719,0.9874
615.5738,0.9811
616.5756,0.9681
617.5774,0.9481
618.5792,0.9522
619.5811,0.8604
620.5829,0.8572
621.5847,0.8034
622.5865,0.7243
623.5883,0.7255
624.5902,0.6885
625.5920,0.5982
626.5938,0.5673
627.5956,0.4856
628.5974,0.4486
629.5993,0.4498
630.6011,0.3764
631.6029,0.3226
632.6047,0.3109
633.6066,0.2600
634.6084,0.2278
635.6102,0.2216
636.6120,0.1560
637.6138,0.1362
638.6157,0.1352
639.6175,0.1317
640.6193,0.1197
641.6211,0.0664
642.6230,0.0853
643.6248,0.0395
644.6266,0.0820
645.6284,0.0146
646.6302,0.0569
647.6321,0.0114
648.6339,0.0600
649.6357,0.0276
650.6375,0.0000
651.6393,0.0000
652.6412,0.0234
653.6430,0.0271
654.6448,0.0033
655.6466,0.0045
656.6485,0.0179
657.6503,0.0047
658.6521,0.0000
659.6539,0.0000
660.6557,0.0056
661.6576,0.0250
662.6594,0.0328
663.6612,0.0159
664.6630,0.0060
665.6648,0.0152
666.6667,0.0000
667.6685,0.0000
668.6703,0.0000
669.6721,0.0000
670.6740,0.0067
671.6758,0.0037
672.6776,0.0138
673.6794,0.0109
674.6812,0.0049
675.6831,0.0111
676.6849,0.0000
677.6867,0.0083
678.6885,0.0000
679.6903,0.0074
680.6922,0.0134
681.6940,0.0000
682.6958,0.0010
683.6976,0.0000
684.6995,0.0000
685.7013,0.0000
686.7031,0.0253
687.7049,0.0213
688.7067,0.0107
689.7086,0.0394
690.7104,0.0000
691.7122,0.0606
692.7140,0.0000
693.7158,0.0051
694.7177,0.0000
695.7195,0.0074
696.7213,0.0167
697.7231,0.0000
698.7250,0.0355
699.7268,0.0048
700.7286,0.0054
701.7304,0.0000
702.7322,0.0084
703.7341,0.0000
704.7359,0.0000
705.7377,0.0000
706.7395,0.0534
707.7413,0.0000
708.7432,0.0000
709.7450,0.0000
710.7468,0.0000
711.7486,0.0109
712.7505,0.0111
713.7523,0.0135
714.7541,0.0000
715.7559,0.0068
716.7577,0.0000
717.7596,0.0000
718.7614,0.0000
719.7632,0.0000
720.7650,0.0213
721.7668,0.0138
722.7687,0.0195
723.7705,0.0008
724.7723,0.0155
725.7741,0.0000
726.7760,0.0173
727.7778,0.0035
728.7796,0.0125
729.7814,0.0076
730.7832,0.0000
731.7851,0.0000
732.7869,0.0000
733.7887,0.0113
734.7905,0.0138
735.7923,0.0000
736.7942,0.0000
737.7960,0.0000
738.7978,0.0000
739.7996,0.0000
740.8015,0.0000
741.8033,0.0000
742.8051,0.0017
743.8069,0.0000
744.8087,0.0000
745.8106,0.0212
746.8124,0.0000
747.8142,0.0000
748.8160,0.0205
749.8179,0.0000
750.8197,0.0000
751.8215,0.0233
752.8233,0.0000
753.8251,0.0221
754.8270,0.0086
755.8288,0.0000
756.8306,0.0096
757.8324,0.0064
758.8342,0.0204
759.8361,0.0000
760.8379,0.0008
