# material: CdSe
# radius_nm: 4.00
# wavelength_nm, intensity_au
300.0000,0.0177
301.0018,0.0000
302.0036,0.0128
303.0055,0.0045
304.0073,0.0144
305.0091,0.0000
306.0109,0.0000
307.0128,0.0000
308.0146,0.0125
309.0164,0.0000
310.0182,0.0000
311.0200,0.0000
312.0219,0.0000
313.0237,0.0013
314.0255,0.0337
315.0273,0.0117
316.0291,0.0016
317.0310,0.0000
318.0328,0.0221
319.0346,0.0000
320.0364,0.0000
321.0383,0.0000
322.0401,0.0284
323.0419,0.0078
324.0437,0.0000
325.0455,0.0000
326.0474,0.0102
327.0492,0.0000
328.0510,0.0000
329.0528,0.0000
330.0546,0.0068
331.0565,0.0000
332.0583,0.0000
333.0601,0.0000
334.0619,0.0016
335.0638,0.0000
336.0656,0.0000
337.0674,0.0040
338.0692,0.0150
339.0710,0.0140
340.0729,0.0111
341.0747,0.0000
342.0765,0.0000
343.0783,0.0000
344.0801,0.0000
345.0820,0.0004
346.0838,0.0000
347.0856,0.0019
348.0874,0.0000
349.0893,0.0000
350.0911,0.0164
351.0929,0.0000
352.0947,0.0000
353.0965,0.0000
354.0984,0.0085
355.1002,0.0275
356.1020,0.0000
357.1038,0.0000
358.1056,0.0214
359.1075,0.0000
360.1093,0.0393
361.1111,0.0489
362.1129,0.0000
363.1148,0.0000
364.1166,0.0000
365.1184,0.0000
366.1202,0.0000
367.1220,0.0162
368.1239,0.0000
369.1257,0.0000
370.1275,0.0000
371.1293,0.0103
372.1311,0.0000
373.1330,0.0000
374.1348,0.0399
375.1366,0.0000
376.1384,0.0000
377.1403,0.0000
378.1421,0.0110
379.1439,0.0355
380.1457,0.0116
381.1475,0.0000
382.1494,0.0000
383.1512,0.0000
384.1530,0.0000
385.1548,0.0000
386.1566,0.0164
387.1585,0.0000
388.1603,0.0299
389.1621,0.0364
390.1639,0.0000
391.1658,0.0088
392.1676,0.0000
393.1694,0.0125
394.1712,0.0000
395.1730,0.0000
396.1749,0.0000
397.1767,0.0000
398.1785,0.0000
399.1803,0.0190
400.1821,0.0000
401.1840,0.0347
402.1858,0.0000
403.1876,0.0323
404.1894,0.0000
405.1913,0.0000
406.1931,0.0000
407.1949,0.0000
408.1967,0.0160
409.1985,0.0300
410.2004,0.0238
411.2022,0.0000
412.2040,0.0037
413.2058,0.0000
414.2077,0.0000
415.2095,0.0000
416.2113,0.0000
417.2131,0.0050
418.2149,0.0000
419.2168,0.0000
420.2186,0.0303
421.2204,0.0224
422.2222,0.0000
423.2240,0.0000
424.2259,0.0092
425.2277,0.0000
426.2295,0.0222
427.2313,0.0000
428.2332,0.0366
429.2350,0.0000
430.2368,0.0184
431.2386,0.0000
432.2404,0.0000
433.2423,0.0000
434.2441,0.0119
435.2459,0.0135
436.2477,0.0357
437.2495,0.0202
438.2514,0.0000
439.2532,0.0000
440.2550,0.0000
441.2568,0.0295
442.2587,0.0000
443.2605,0.0296
444.2623,0.0105
445.2641,0.0066
446.2659,0.0000
447.2678,0.0132
448.2696,0.0000
449.2714,0.0000
450.2732,0.0139
451.2750,0.0000
452.2769,0.0000
453.2787,0.0120
454.2805,0.0000
455.2823,0.0098
456.2842,0.0000
457.2860,0.0000
458.2878,0.0347
459.2896,0.0309
460.2914,0.0177
461.2933,0.0000
462.2951,0.0000
463.2969,0.0276
464.2987,0.0000
465.3005,0.0000
466.3024,0.0374
467.3042,0.0000
468.3060,0.0354
469.3078,0.0000
470.3097,0.0104
471.3115,0.0414
472.3133,0.0006
473.3151,0.0000
474.3169,0.0000
475.3188,0.0216
476.3206,0.0000
477.3224,0.0000
