# material: CdSe
# radius_nm: 1.00
# wavelength_nm, intensity_au
300.0000,0.0061
301.0018,0.0000
302.0036,0.0150
303.0055,0.0188
304.0073,0.0000
305.0091,0.0000
306.0109,0.0026
307.0128,0.0000
308.0146,0.0000
309.0164,0.0000
310.0182,0.0176
311.0200,0.0156
312.0219,0.0013
313.0237,0.0225
314.0255,0.0094
315.0273,0.0000
316.0291,0.0074
317.0310,0.0000
318.0328,0.0176
319.0346,0.0000
320.0364,0.0000
321.0383,0.0000
322.0401,0.0245
323.0419,0.0000
324.0437,0.0000
325.0455,0.0000
326.0474,0.0106
327.0492,0.0073
328.0510,0.0083
329.0528,0.0086
330.0546,0.0428
331.0565,0.0000
332.0583,0.0000
333.0601,0.0000
334.0619,0.0123
335.0638,0.0226
336.0656,0.0000
337.0674,0.0000
338.0692,0.0000
339.0710,0.0130
340.0729,0.0149
341.0747,0.0109
342.0765,0.0000
343.0783,0.0046
344.0801,0.0023
345.0820,0.0044
346.0838,0.0174
347.0856,0.0045
348.0874,0.0136
349.0893,0.0014
350.0911,0.0058
351.0929,0.0126
352.0947,0.0000
353.0965,0.0000
354.0984,0.0000
355.1002,0.0000
356.1020,0.0000
357.1038,0.0299
358.1056,0.0000
359.1075,0.0194
360.1093,0.0000
361.1111,0.0000
362.1129,0.0033
363.1148,0.0117
364.1166,0.0142
365.1184,0.0159
366.1202,0.0000
367.1220,0.0000
368.1239,0.0172
369.1257,0.0000
370.1275,0.0000
371.1293,0.0000
372.1311,0.0000
373.1330,0.0099
374.1348,0.0028
375.1366,0.0138
376.1384,0.0000
377.1403,0.0032
378.1421,0.0125
379.1439,0.0000
380.1457,0.0091
381.1475,0.0000
382.1494,0.0000
383.1512,0.0000
384.1530,0.0000
385.1548,0.0097
386.1566,0.0000
387.1585,0.0002
388.1603,0.0096
389.1621,0.0089
390.1639,0.0133
391.1658,0.0000
392.1676,0.0000
393.1694,0.0000
394.1712,0.0000
395.1730,0.0000
396.1749,0.0000
397.1767,0.0000
398.1785,0.0080
399.1803,0.0000
400.1821,0.0000
401.1840,0.0260
402.1858,0.0000
403.1876,0.0148
404.1894,0.0000
405.1913,0.0000
406.1931,0.0000
407.1949,0.0000
408.1967,0.0169
409.1985,0.0000
410.2004,0.0088
411.2022,0.0049
412.2040,0.0000
413.2058,0.0000
414.2077,0.0018
415.2095,0.0000
416.2113,0.0053
417.2131,0.0013
418.2149,0.0331
419.2168,0.0000
420.2186,0.0000
421.2204,0.0059
422.2222,0.0073
423.2240,0.0308
424.2259,0.0213
425.2277,0.0129
426.2295,0.0365
427.2313,0.0000
428.2332,0.0000
429.2350,0.0000
430.2368,0.0087
431.2386,0.0000
432.2404,0.0370
433.2423,0.0248
434.2441,0.0057
435.2459,0.0216
436.2477,0.0560
437.2495,0.0755
438.2514,0.1091
439.2532,0.1392
440.2550,0.1026
441.2568,0.0896
442.2587,0.0835
443.2605,0.1503
444.2623,0.1493
445.2641,0.1801
446.2659,0.2010
447.2678,0.2374
448.2696,0.2907
449.2714,0.3037
450.2732,0.3307
451.2750,0.3483
452.2769,0.3724
453.2787,0.4346
454.2805,0.4830
455.2823,0.5603
456.2842,0.5691
457.2860,0.6280
458.2878,0.6403
459.2896,0.6680
460.2914,0.7130
461.2933,0.7570
462.2951,0.8516
463.2969,0.8279
464.2987,0.8936
465.3005,0.8883
466.3024,0.9510
467.3042,0.9622
468.3060,0.9694
469.3078,0.9854
470.3097,0.9822
471.3115,1.0085
472.3133,0.9901
473.3151,0.9695
474.3169,0.9585
475.3188,0.9731
476.3206,0.9824
477.3224,0.9311
478.3242,0.8989
479.3260,0.8769
480.3279,0.8642
481.3297,0.8068
482.3315,0.7564
483.3333,0.7472
484.3352,0.6929
485.3370,0.6734
486.3388,0.6045
487.3406,0.5344
488.3424,0.4901
489.3443,0.5099
490.3461,0.4718
491.3479,0.3955
492.3497,0.3549
493.3515,0.3569
494.3534,0.2727
495.3552,0.2461
496.3570,0.2481
497.3588,0.2007
498.3607,0.1840
499.3625,0.1585
500.3643,0.1481
501.3661,0.1511
502.3679,0.1083
503.3698,0.1047
504.3716,0.0377
505.3734,0.0662
506.3752,0.0402
507.3770,0.0239
508.3789,0.0230
509.3807,0.0273
510.3825,0.0466
511.3843,0.0000
512.3862,0.0200
513.3880,0.0062
514.3898,0.0065
515.3916,0.0306
516.3934,0.0193
517.3953,0.0337
518.3971,0.0025
519.3989,0.0000
520.4007,0.0000
521.4026,0.0076
522.4044,0.0057
523.4062,0.0000
524.4080,0.0031
525.4098,0.0056
526.4117,0.0511
527.4135,0.0382
528.4153,0.0000
529.4171,0.0000
530.4189,0.0000
531.4208,0.0000
532.4226,0.0065
533.4244,0.0242
534.4262,0.0000
535.4281,0.0000
536.4299,0.0000
537.4317,0.0000
538.4335,0.0000
539.4353,0.0000
540.4372,0.0000
541.4390,0.0000
542.4408,0.0000
543.4426,0.0000
544.4444,0.0426
545.4463,0.0000
546.4481,0.0000
547.4499,0.0367
548.4517,0.0581
549.4536,0.0000
550.4554,0.0000
551.4572,0.0068
552.4590,0.0346
553.4608,0.0000
554.4627,0.0000
555.4645,0.0155
556.4663,0.0087
557.4681,0.0000
558.4699,0.0000
559.4718,0.0000
560.4736,0.0000
561.4754,0.0000
562.4772,0.0046
563.4791,0.0000
564.4809,0.0094
565.4827,0.0203
566.4845,0.0031
567.4863,0.0070
568.4882,0.0011
569.4900,0.0000
570.4918,0.0000
571.4936,0.0063
572.4954,0.0000
573.4973,0.0419
574.4991,0.0315
575.5009,0.0077
576.5027,0.0000
577.5046,0.0000
578.5064,0.0238
579.5082,0.0053
580.5100,0.0096
581.5118,0.0000
582.5137,0.0185
583.5155,0.0091
584.5173,0.0000
585.5191,0.0000
586.5209,0.0053
587.5228,0.0010
588.5246,0.0000
589.5264,0.0000
590.5282,0.0000
591.5301,0.0031
592.5319,0.0294
593.5337,0.0000
594.5355,0.0000
595.5373,0.0035
596.5392,0.0059
597.5410,0.0000
598.5428,0.0000
599.5446,0.0066
600.5464,0.0345
601.5483,0.0000
602.5501,0.0173
603.5519,0.0000
604.5537,0.0000
605.5556,0.0000
606.5574,0.0000
607.5592,0.0260
608.5610,0.0117
609.5628,0.0346
610.5647,0.0235
611.5665,0.0088
612.5683,0.0349
613.5701,0.0088
614.5719,0.0166
615.5738,0.0000
616.5756,0.0013
617.5774,0.0000
618.5792,0.0198
619.5811,0.0000
620.5829,0.0156
621.5847,0.0000
622.5865,0.0234
623.5883,0.0150
624.5902,0.0364
625.5920,0.0146
626.5938,0.0000
627.5956,0.0000
628.5974,0.0000
629.5993,0.0000
630.6011,0.0302
631.6029,0.0128
632.6047,0.0000
633.6066,0.0000
634.6084,0.0007
635.6102,0.0000
636.6120,0.0000
637.6138,0.0062
638.6157,0.0231
639.6175,0.0122
640.6193,0.0000
641.6211,0.0061
642.6230,0.0014
643.6248,0.0083
644.6266,0.0323
645.6284,0.0000
646.6302,0.0000
647.6321,0.0118
648.6339,0.0000
649.6357,0.0295
650.6375,0.0074
651.6393,0.0169
652.6412,0.0000
653.6430,0.0163
654.6448,0.0214
655.6466,0.0047
656.6485,0.0047
657.6503,0.0054
658.6521,0.0000
659.6539,0.0000
660.6557,0.0000
661.6576,0.0077
662.6594,0.0200
663.6612,0.0000
664.6630,0.0000
665.6648,0.0296
666.6667,0.0000
667.6685,0.0000
668.6703,0.0040
669.6721,0.0169
670.6740,0.0002
671.6758,0.0266
672.6776,0.0171
673.6794,0.0168
674.6812,0.0111
675.6831,0.0466
676.6849,0.0000
677.6867,0.0000
678.6885,0.0321
679.6903,0.0000
680.6922,0.0022
681.6940,0.0262
682.6958,0.0000
683.6976,0.0000
684.6995,0.0000
685.7013,0.0000
686.7031,0.0088
687.7049,0.0105
688.7067,0.0055
689.7086,0.0000
690.7104,0.0000
691.7122,0.0011
692.7140,0.0000
693.7158,0.0092
694.7177,0.0140
695.7195,0.0028
696.7213,0.0152
697.7231,0.0046
698.7250,0.0106
699.7268,0.0000
700.7286,0.0000
701.7304,0.0039
702.7322,0.0164
703.7341,0.0000
704.7359,0.0104
705.7377,0.0000
706.7395,0.0000
