# material: CdS
# radius_nm: 3.10
# wavelength_nm, intensity_au
300.0000,0.0066
301.0018,0.0192
302.0036,0.0261
303.0055,0.0000
304.0073,0.0164
305.0091,0.0000
306.0109,0.0000
307.0128,0.0365
308.0146,0.0000
309.0164,0.0050
310.0182,0.0000
311.0200,0.0000
312.0219,0.0000
313.0237,0.0129
314.0255,0.0000
315.0273,0.0000
316.0291,0.0000
317.0310,0.0233
318.0328,0.0174
319.0346,0.0000
320.0364,0.0137
321.0383,0.0000
322.0401,0.0000
323.0419,0.0000
324.0437,0.0129
325.0455,0.0000
326.0474,0.0100
327.0492,0.0500
328.0510,0.0037
329.0528,0.0007
330.0546,0.0000
331.0565,0.0096
332.0583,0.0000
333.0601,0.0340
334.0619,0.0196
335.0638,0.0000
336.0656,0.0006
337.0674,0.0000
338.0692,0.0060
339.0710,0.0012
340.0729,0.0046
341.0747,0.0000
342.0765,0.0000
343.0783,0.0229
344.0801,0.0000
345.0820,0.0000
346.0838,0.0000
347.0856,0.0482
348.0874,0.0170
349.0893,0.0000
350.0911,0.0000
351.0929,0.0136
352.0947,0.0000
353.0965,0.0000
354.0984,0.0080
355.1002,0.0319
356.1020,0.0000
357.1038,0.0313
358.1056,0.0000
359.1075,0.0000
360.1093,0.0149
361.1111,0.0108
362.1129,0.0147
363.1148,0.0139
364.1166,0.0038
365.1184,0.0000
366.1202,0.0000
367.1220,0.0000
368.1239,0.0000
369.1257,0.0000
370.1275,0.0000
371.1293,0.0000
372.1311,0.0000
373.1330,0.0000
374.1348,0.0000
375.1366,0.0000
376.1384,0.0000
377.1403,0.0000
378.1421,0.0310
379.1439,0.0000
380.1457,0.0000
381.1475,0.0000
382.1494,0.0260
383.1512,0.0084
384.1530,0.0000
385.1548,0.0000
386.1566,0.0036
387.1585,0.0000
388.1603,0.0076
389.1621,0.0000
390.1639,0.0104
391.1658,0.0097
392.1676,0.0000
393.1694,0.0000
394.1712,0.0000
395.1730,0.0000
396.1749,0.0016
397.1767,0.0000
