# material: CdS
# radius_nm: 2.20
# wavelength_nm, intensity_au
300.0000,0.0000
301.0018,0.0024
302.0036,0.0081
303.0055,0.0241
304.0073,0.0048
305.0091,0.0000
306.0109,0.0000
307.0128,0.0059
308.0146,0.0000
309.0164,0.0000
310.0182,0.0053
311.0200,0.0104
312.0219,0.0054
313.0237,0.0000
314.0255,0.0000
315.0273,0.0000
316.0291,0.0170
317.0310,0.0000
318.0328,0.0000
319.0346,0.0232
320.0364,0.0000
321.0383,0.0007
322.0401,0.0098
323.0419,0.0001
324.0437,0.0000
325.0455,0.0078
326.0474,0.0265
327.0492,0.0157
328.0510,0.0000
329.0528,0.0425
330.0546,0.0000
331.0565,0.0000
332.0583,0.0156
333.0601,0.0091
334.0619,0.0016
335.0638,0.0000
336.0656,0.0266
337.0674,0.0000
338.0692,0.0000
339.0710,0.0246
340.0729,0.0044
341.0747,0.0223
342.0765,0.0115
343.0783,0.0478
344.0801,0.0000
345.0820,0.0003
346.0838,0.0144
347.0856,0.0000
348.0874,0.0161
349.0893,0.0000
350.0911,0.0000
351.0929,0.0000
352.0947,0.0000
353.0965,0.0000
354.0984,0.0181
355.1002,0.0000
356.1020,0.0040
357.1038,0.0000
358.1056,0.0100
359.1075,0.0286
360.1093,0.0039
361.1111,0.0168
362.1129,0.0029
363.1148,0.0000
364.1166,0.0000
365.1184,0.0000
366.1202,0.0114
367.1220,0.0021
368.1239,0.0000
369.1257,0.0000
370.1275,0.0000
371.1293,0.0000
372.1311,0.0000
373.1330,0.0362
374.1348,0.0270
375.1366,0.0000
376.1384,0.0040
377.1403,0.0044
378.1421,0.0000
379.1439,0.0000
380.1457,0.0000
381.1475,0.0375
382.1494,0.0000
383.1512,0.0068
384.1530,0.0000
385.1548,0.0165
386.1566,0.0237
387.1585,0.0000
388.1603,0.0000
389.1621,0.0091
390.1639,0.0005
391.1658,0.0095
392.1676,0.0000
393.1694,0.0376
394.1712,0.0000
395.1730,0.0545
396.1749,0.0258
397.1767,0.0179
398.1785,0.0000
399.1803,0.0204
400.1821,0.0150
401.1840,0.0000
402.1858,0.0000
403.1876,0.0135
404.1894,0.0055
405.1913,0.0000
406.1931,0.0347
407.1949,0.0000
408.1967,0.0115
409.1985,0.0126
410.2004,0.0417
411.2022,0.0042
412.2040,0.0371
413.2058,0.0225
414.2077,0.0623
415.2095,0.0965
416.2113,0.1123
417.2131,0.1006
418.2149,0.1459
419.2168,0.1541
420.2186,0.2102
421.2204,0.2082
422.2222,0.1820
423.2240,0.2927
424.2259,0.3017
425.2277,0.3441
426.2295,0.3973
427.2313,0.4052
428.2332,0.4801
429.2350,0.5357
430.2368,0.5795
